"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","位置","所在地","地図","指定文化財","城郭構造","遺構","築城年","廃城年","築城主","主な城主","別名","天守構造","再建造物","時代","主な改修者","文化財","標高","種類","形状"
"岩切城","[岩切城跡（いわきりじょうあと）〔仙台市・宮城郡利府町〕] 岩切城 （いわきりじょう）は、 宮城県 仙台市 宮城野区 岩切にあった峻険な 日本の城 （ 山城 ）である。高森山にあることから、別名を高森城（たかもりじょう）という。","https://ja.wikipedia.org/wiki/岩切城","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度18分48.3秒東経140度56分24秒","北緯38度18分48.3秒東経140度56分24秒﻿ / ﻿北緯38.313417度 東経140.94000度﻿ /38.313417; 140.94000座標:北緯38度18分48.3秒東経140度56分24秒﻿ / ﻿北緯38.313417度 東経140.94000度﻿ /38.313417; 140.94000","","岩切城","","山城","曲輪、空堀、堀切","","元亀年間","留守氏","","高森城、高森館、鴻の館","","","","","","","",""
"大木囲貝塚","[大木囲貝塚（だいぎがこいかいづか）〔宮城郡七ヶ浜町〕] 大木囲貝塚 （だいぎかこいかいづか）は、 宮城県 宮城郡 七ヶ浜町 東宮字大木・西大木・北大木・南大木に所在する 縄文時代 前期から中期にかけての大規模な環状 貝塚 遺跡 である。東北地方南部の縄文時代の 標式遺跡 のひとつである。1968年（昭和43年）3月18日、国の 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/大木囲貝塚","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度18分10.9秒 東経141度2分37.9秒","","","","","","","","","","","","","","","","","","",""
"西の浜貝塚","[西の浜貝塚（にしのはまかいづか）〔宮城郡松島町〕] 西の浜貝塚 （にしのはまかいづか）は、 宮城県 宮城郡 松島町 、 松島湾 の中央部北岸（北西部）にある大 貝塚   。 1974年 7月2日に、国の 史跡 に指定された  。","https://ja.wikipedia.org/wiki/西の浜貝塚","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度22分53秒東経141度04分57秒","","日本宮城県松島町","","","","","","","","","","","","縄文時代","","","25 m (82 ft)","貝塚",""
"里浜貝塚","[里浜貝塚（さとはまかいづか）〔東松島市〕] 里浜貝塚 （さとはまかいづか）は、 宮城県 東松島市 の 松島湾 中の 宮戸島 に存在する 縄文時代 を通して継続された 貝塚 である。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/里浜貝塚","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度20分9.38秒 東経141度8分42.94秒","","","","","","","","","","","","","","","","","","",""
"沼津貝塚","[沼津貝塚（ぬまづかいづか）〔石巻市〕] 沼津貝塚 （ぬまづかいづか）は、 宮城県 石巻市 沼津字出外・八幡山にある 縄文時代 の代表的な 貝塚 。別称出外（でと）貝塚ともいう。1972年（昭和47年）10月21日、国の 史跡 に指定される。","https://ja.wikipedia.org/wiki/沼津貝塚","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度26分44.9秒 東経141度22分39.5秒","","","","","","","","","","","","","","","","","","",""
"山前遺跡","[山前遺跡（やままえいせき）〔遠田郡美里町〕] 山前遺跡 （やままえいせき）は、 宮城県 遠田郡 美里町 に所在する 複合遺跡 。 縄文時代 早期から中期にかけての集落跡と、 古墳時代 から 平安時代 にかけての集落跡からなり、 1976年 （ 昭和 51年） 6月7日 に国の史跡に指定された  。","https://ja.wikipedia.org/wiki/山前遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度32分18.5秒 東経141度02分54.2秒","","宮城県遠田郡美里町","","","","","","","","","","","","","","","","縄文時代～平安時代にかけての集落",""
"黄金山産金遺跡","[黄金山産金遺跡（こがねやまさんきんいせき）〔遠田郡涌谷町〕] 黄金山産金遺跡 （こがねやまさんきんいせき）は、 宮城県 遠田郡 涌谷町 に所在する 奈良時代 の 遺跡 。 日本 で最初に発見された 金 の産地である。","https://ja.wikipedia.org/wiki/黄金山産金遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度33分35.4秒 東経141度08分20.9秒","","","","","","","","","","","","","","","","","","",""
"長根貝塚","[長根貝塚（ながねかいづか）〔遠田郡涌谷町〕] 長根貝塚 （ながねかいづか）は、 宮城県 遠田郡 涌谷町 にある 縄文時代 の代表的な 貝塚 。 1970年 （ 昭和 45年） 3月9日 、国の 史跡 に指定された  。","https://ja.wikipedia.org/wiki/長根貝塚","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度36分06.8秒 東経141度08分38.4秒","","","","","","","","","","","","","","","","","","",""
"日の出山瓦窯跡","[日の出山瓦窯跡（ひのでやまかわらがまあと）〔加美郡色麻町〕] 日の出山瓦窯跡 （ひのでやまかわらがまあと）は、 宮城県 加美郡 色麻町 にある 奈良時代 の遺跡。 1976年 3月31日に国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/日の出山瓦窯跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度30分53秒 東経140度48分12秒","","","","","","","","","","","","","","","","","","",""
"城生柵跡","[城生柵跡（じょうのさくあと）〔加美郡加美町〕] 城生柵跡 （じょうのさくあと）は、 宮城県 加美郡 加美町 城生にある 奈良時代 の 城柵 遺跡 。「城生」は現在の地名によるもので、かつてのどの施設に比定するかについては諸説ある。国の 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/城生柵跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度34分59.7秒東経140度51分07.5秒","北緯38度34分59.7秒東経140度51分07.5秒﻿ / ﻿北緯38.583250度 東経140.852083度﻿ /38.583250; 140.852083座標:北緯38度34分59.7秒東経140度51分07.5秒﻿ / ﻿北緯38.583250度 東経140.852083度﻿ /38.583250; 140.852083","","城生柵","国の史跡","古代城柵","竪穴住居跡、掘立柱建物跡など","不明","不明","律令政府","不明","","","なし","","","","","",""
"東山官衙遺跡","[東山官衙遺跡（ひがしやまかんがいせき）〔加美郡加美町〕1998年10月16日] 東山官衙遺跡は宮城県北部に所在する 古代 の遺跡で、 郷土史家 の 板垣剛夫 が土塁状の高まりや 礎石 、古代の 土器 や 瓦 を発見し， 陸奥国 加美郡衙 の可能性を指摘したことにより注目された  。昭和61年からの宮城県教育委員会（多賀城跡調査研究所）と宮崎町教育委員会による発掘調査の結果、築地や門及び規則的に配置された掘立柱建物等の遺構がきわめて良好な保存状況で確認され、古代官衙遺跡であることが判明した  。","https://ja.wikipedia.org/wiki/東山官衙遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度35分56秒 東経140度48分12秒","","","","","","","","","","","","","","","","","","",""
"木戸瓦窯跡","[木戸瓦窯跡（きどかわらがまあと）〔大崎市〕] 木戸瓦窯跡 （きどかわらがまあと）は、 宮城県 大崎市 田尻にある 8世紀 前半の 瓦 窯跡 。","https://ja.wikipedia.org/wiki/木戸瓦窯跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"有備館","[旧有備館および庭園（きゅうゆうびかんおよびていえん）〔大崎市〕] 有備館 （ゆうびかん）は、 江戸時代 の 日本 にあった 教育施設 。 陸奥国 玉造郡 岩出山本郷（現在の 宮城県 大崎市 ）に置かれた 仙台藩 の 学問所 。","https://ja.wikipedia.org/wiki/有備館","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度39分27秒 東経140度51分49秒","","","","","","","","","","","","","","","","","","",""
"大吉山瓦窯跡","[大吉山瓦窯跡（だいきちやまかわらがまあと）〔大崎市〕] 陸奥国 の官窯とみられる。8世紀前半に役所や寺院などの屋根瓦を生産した場所である。例えば、 多賀城 や 多賀城廃寺 などの瓦が生産されている。標高約50mの丘陵東側斜面に立地し、地下式窖窯が5基ほど並んでいたと推定されている。発掘された遺物は、重弁蓮華文軒丸瓦・アーチ形の蓮華文鬼板・平瓦・丸瓦など様々。鬼板の左脚部には「小田建万呂」の陽刻があるほか、丸瓦には「下」・「毛」の箆書がある  。","https://ja.wikipedia.org/wiki/大吉山瓦窯跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度37分23秒 東経140度55分17秒","","","","","","","","","","","","","","","","","","",""
"出羽仙台街道","[出羽仙台街道中山越（でわせんだいかいどうなかやまごえ）〔宮城県大崎市・山形県最上郡最上町〕1990年2月22日] 現在では特に「 出羽仙台街道中山越 」として史跡指定されている県境の区間、すなわち、宮城県 大崎市 鳴子 の尿前番所（ 地図 ）から山形県最上郡 最上町 の笹森番所（ 地図 ）までの区間 (4.2 km ) を指すことが多い。","https://ja.wikipedia.org/wiki/出羽仙台街道","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"中沢目貝塚","[中沢目貝塚（なかざわめかいづか）〔大崎市〕] 中沢目貝塚 （なかざわめかいづか）は、 宮城県 大崎市 田尻にある 縄文時代 の 貝塚 。 1988年 （ 昭和 63年）10月14日、国の 史跡 に指定される  。","https://ja.wikipedia.org/wiki/中沢目貝塚","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度37分13.3秒 東経141度5分54.6秒","","","","","","","","","","","","","","","","","","",""
"宮沢遺跡","[宮沢遺跡（みやざわいせき）〔大崎市〕] 宮沢遺跡 （みやざわいせき）は、 宮城県 大崎市 の古川宮沢・古川長岡・古川川熊の各地区にまたがる 古代 の 遺跡 。 奈良時代 もしくは 平安時代 に用いられた 官衙 もしくは 城柵 の跡とされている。1976年（昭和51年）7月13日に国の 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/宮沢遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度37分34.9秒東経140度56分51.1秒","","日本宮城県大崎市","","","","","","","","","","","","奈良時代・平安時代初期","","","50 m (164 ft)","",""
"名生館官衙遺跡","[名生館官衙遺跡（みょうだてかんがいせき）〔大崎市〕] 名生館官衙遺跡 （みょうだてかんがいせき）は、 宮城県 大崎市 名生館・名小館・名生北館に所在し、 多賀城 創建以前に築かれた官衙遺跡である。","https://ja.wikipedia.org/wiki/名生館官衙遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度36分39.7秒 東経140度53分44.9秒","","","","","","","","","","","","","","","","","","",""
"陸奥上街道","[陸奥上街道（むつかみかいどう）〔大崎市〕] 陸奥上街道 （むつかみかいどう）は、 宮城県 大崎市 岩出山 にある 街道 遺跡。1990年2月22日に国史跡に指定された。また、 歴史の道百選 にも選ばれている。","https://ja.wikipedia.org/wiki/陸奥上街道","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度40分51秒 東経140度52分06秒","","","","","","","","","","","","","","","","","","",""
"山畑横穴群","[山畑横穴群（やまはたよこあなぐん）〔大崎市〕] 山畑横穴群 （やまはたよこあなぐん）は、 宮城県 大崎市 三本木蟻ヶ袋山畑にある横穴古墳（ 横穴墓 )である。6・10・15号墓には彩色壁画が確認されており、装飾を有する古墳としては最も北に位置する。 1973年 12月15日 、国の史跡に指定された  。","https://ja.wikipedia.org/wiki/山畑横穴群","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度31分15.3秒 東経140度55分32.6秒","","","","","","","","","","","","","","","","","","",""
"伊治城","[伊治城跡（いじじょうあと）〔栗原市築館町〕] 伊治城 （いじじょう/これはりじょう/これはるじょう  ）は、 宮城県 栗原市 にあった 城柵 。 城跡 は 2003年 （平成15年）8月27日に国の 史跡 に指定され、 2005年 （平成17年）7月14日に追加指定された  。","https://ja.wikipedia.org/wiki/伊治城","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度45分51.0秒東経140度54分52.0秒","北緯38度45分51.0秒東経140度54分52.0秒﻿ / ﻿北緯38.764167度 東経140.914444度﻿ /38.764167; 140.914444","","伊治城","国の史跡","城柵","政庁、内郭、外郭","767年（神護景雲元年）","9世紀","古代律令政府","紀広純ら","此治城","なし","","","","","","",""
"山王囲遺跡","[山王囲遺跡（さんのうがこいいせき）〔栗原市一迫町〕] 遺跡は、 迫川 の支流 長崎川 北岸の氾濫原で自然堤防上に立地している。1962年（昭和37年）に明治大学が、 1965年 （昭和40年）に一迫町が発掘調査を行った。","https://ja.wikipedia.org/wiki/山王囲遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度44分26.4秒 東経140度56分54.7秒","","","","","","","","","","","","","","","","","","",""
"仙台藩花山村寒湯番所跡","[仙台藩花山村寒湯番所跡（せんだいはんはなやまむらぬるゆばんしょあと）〔栗原市〕] 仙台藩花山村寒湯番所跡 （せんだいはんはなやまむらぬるゆばんしょあと）は、かつて 宮城県 栗原市 の旧 花山村 地域にあった 仙台藩 の 番所 の跡。 江戸時代 の 関所 形態を残す。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/仙台藩花山村寒湯番所跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度51分42.37秒 東経140度46分41.11秒","","","","","","","","","","","","","","","","","","",""
"大湯環状列石","[大湯環状列石（おおゆかんじょうれっせき）〔鹿角市〕1951年12月26日0] 大湯環状列石 （おおゆかんじょうれっせき）は、 秋田県 鹿角市 十和田大湯 にある 縄文時代 後期の大型の 配石 遺跡。国の 特別史跡 に指定されている。環状石籬（かんじょうせきり）や ストーンサークル とも呼ばれる。","https://ja.wikipedia.org/wiki/大湯環状列石","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯40度16分18.0秒 東経140度48分14.0秒","","","","","","","","","","","","","","","","","","",""
"伊勢堂岱遺跡","[伊勢堂岱遺跡（いせどうたいいせき）〔北秋田市〕2001年1月29日] 伊勢堂岱遺跡 （いせどうたいいせき）は、 秋田県 北秋田市 脇神 字伊勢堂岱にある 縄文時代 後期前半の 遺跡 である。 国の史跡 に指定されている。","https://ja.wikipedia.org/wiki/伊勢堂岱遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯40度12分04秒 東経140度20分53秒","","","","","","","","","","","","","","","","","","",""
"杉沢台遺跡","[杉沢台遺跡（すぎさわだいいせき）〔能代市〕1981年9月3日] 杉沢台遺跡 （すぎさわだいいせき）は、 秋田県 能代市 磐字杉沢台  にある 縄文時代 前期の 遺跡 である。","https://ja.wikipedia.org/wiki/杉沢台遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯40度15分19秒 東経140度03分04秒","","","","","","","","","","","","","","","","","","",""
"秋田城","[秋田城跡（あきたじょうあと）〔秋田市〕1939年9月7日] 秋田城 （あきたじょう/あきたのき）は、 出羽国 秋田 （現在の 秋田県 秋田市 ）にあった日本の古代 城柵 。国の 史跡 に指定されており、かつての城域の一部は現在 高清水公園 となっている。また、 秋田県護国神社 も秋田城の城址に遷座したものである。","https://ja.wikipedia.org/wiki/秋田城","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯39度44分23.50秒 東経140度4分40.8秒","","","秋田城跡","国の史跡「秋田城跡」","古代城柵","政庁跡、東門、外郭、トイレ建物","天平5年（733年）","11世紀頃","律令政権","","","","東門、築地塀","","","","","",""
"地蔵田遺跡","[地蔵田遺跡（じぞうでんいせき）〔秋田市〕1996年11月6日] 地蔵田遺跡 （じぞうでんいせき）は、 秋田県 秋田市 四ツ小屋末戸松本字地蔵田に所在する 旧石器時代 ・ 縄文時代 ・ 弥生時代 の遺跡である。特に、 台地 上に築かれた 木柵 に囲まれた弥生時代前期の集落として知られている。国の 史跡 に指定されている。日本初の「 市民 の手づくり史跡整備」の例としても知られる。","https://ja.wikipedia.org/wiki/地蔵田遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯39度39分28.1秒東経140度9分29.7秒","","秋田県秋田市四ツ小屋","","","","","","","","","","","","弥生時代","","","","遺跡",""
"平田篤胤","[平田篤胤の墓（ひらたあつたねのはか）〔秋田市〕1934年5月1日] 平田 篤胤 （ひらた あつたね、 安永 5年 8月24日 〈 1776年 10月6日 〉 - 天保 14年 閏 9月11日 〈 1843年 11月2日 〉）は、 江戸時代 後期の 国学者 ・ 神道家 ・ 思想家 ・ 医者 。 出羽国 久保田藩 （現在の 秋田県 秋田市 ）出身。成人後、 備中 松山藩 士の兵学者 平田篤穏 の養子となる。幼名を正吉、 通称 を半兵衛。 元服 してからは 胤行 、享和年間以降は篤胤と称した。 号 は 気吹舎 （いぶきのや）、家號を 真菅乃屋 （ますげのや）。 大角 （だいかく）または 大壑 （だいがく）とも号した。医者としては 玄琢 （のちに 玄瑞 ）を使う。死後、 神霊能真柱大人 （かむたまのみはしらのうし）の名を 白川家 より贈られている。","https://ja.wikipedia.org/wiki/平田篤胤","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","大壑大角玄琢気吹乃舎真菅乃屋","","","江戸時代後期","","","","",""
"脇本城","[脇本城跡（わきもとじょうあと）〔男鹿市〕2004年9月30日] 脇本城 （わきもとじょう）は 秋田県 男鹿市 にある中世の 日本の城 （ 山城 ）跡。国の 史跡 。 中世 に 安東氏 の居城となった。","https://ja.wikipedia.org/wiki/脇本城","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯39度54分9.3秒東経139度53分20.7秒","北緯39度54分9.3秒東経139度53分20.7秒﻿ / ﻿北緯39.902583度 東経139.889083度﻿ /39.902583; 139.889083","","脇本城","国の史跡","山城","曲輪・土塁・空堀","不明","天正18年（1590年）？","不明","安東氏","","建造されず","","","安東愛季","","","",""
"払田柵跡","[払田柵跡（ほったのさくあと）〔大仙市・仙北郡美郷町〕1931年3月30日] 払田柵跡 （ほったのさくあと）は、 秋田県 大仙市 払田・ 仙北郡 美郷町 本堂城廻にある日本の古代 城柵 遺跡 。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/払田柵跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯39度28分6秒東経140度32分58秒","北緯39度28分6秒東経140度32分58秒﻿ / ﻿北緯39.46833度 東経140.54944度﻿ /39.46833; 140.54944﻿ (払田柵)座標:北緯39度28分6秒東経140度32分58秒﻿ / ﻿北緯39.46833度 東経140.54944度﻿ /39.46833; 140.54944﻿ (払田柵)","","払田柵","国の史跡「払田柵跡」","古代城柵","","9世紀初頭頃","不明","","","","","","","","","","",""
"大鳥井山遺跡","[大鳥井山遺跡（おおとりいやまいせき）〔横手市〕2010年2月22日] 大鳥井山遺跡 （おおとりいやまいせき）または 大鳥井柵跡 （おおとりいさくあと）  は、 出羽国 北部（現、 秋田県 域に相当）の 横手盆地 中部、現在の 秋田県 横手市 新坂町・大鳥町にある 平安時代 の 遺跡 （居館跡）。 2010年 （ 平成 22年）2月、国の 史跡 に指定された   。","https://ja.wikipedia.org/wiki/大鳥井山遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯39度19分43.59秒東経140度33分50.11秒","北緯39度19分43.59秒東経140度33分50.11秒﻿ / ﻿北緯39.3287750度 東経140.5639194度﻿ /39.3287750; 140.5639194座標:北緯39度19分43.59秒東経140度33分50.11秒﻿ / ﻿北緯39.3287750度 東経140.5639194度﻿ /39.3287750; 140.5639194","","大鳥井柵跡","国の史跡","古代城柵","掘立柱建物跡、竪穴住居跡等、土塁、堀など","不明","不明","","清原光頼、大鳥山太郎頼遠","","","","","","","","",""
"岩井堂洞窟","[岩井堂洞窟（いわいどうどうくつ）〔湯沢市〕1978年9月18日] 岩井堂洞窟 （いわいどうどうくつ）または 岩井堂岩陰遺跡 （いわいどういわかげいせき）は、 秋田県 湯沢市 上院内字岩井堂ほかに所在する 縄文時代 の 岩陰遺跡 である。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/岩井堂洞窟","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯39度02分51.47秒東経140度24分09.19秒","","秋田県湯沢市上院内字岩井堂","","","","","","","","","","","","縄文時代","","","","遺跡",""
"由利海岸波除石垣","[由利海岸波除石垣（ゆりかいがんなみよけいしがき）〔にかほ市〕1997年9月11日] 由利海岸波除石垣 （ゆりかいがんなみよけいしがき）は、 秋田県 にかほ市 芹田、飛に所在する 近世 の石塁 遺跡 で、 江戸時代 、 波浪 や強風による 塩害 から海岸の農地および 北国街道 を守るために築かれた 石垣 である  。","https://ja.wikipedia.org/wiki/由利海岸波除石垣","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯39度17分7.8秒 東経139度55分33.1秒","","","","","","","","","","","","","","","","","","",""
"鳥海山","[鳥海山（ちょうかいざん、ちょうかいさん）〔山形県飽海郡遊佐町・秋田県由利本荘市・にかほ市〕] 鳥海山 （ちょうかいさん、ちょうかいざん  ）は、 山形県 と 秋田県 に跨がる 標高 2,236mの 活火山 。山頂に雪が積もった姿が富士山に類似しているため、 出羽富士 （でわふじ）とも呼ばれ親しまれている。秋田県では 秋田富士 （あきたふじ）、山形県では 庄内富士 （しょうないふじ）とも呼ばれている。古くからの名では鳥見山（とりみやま）という。 鳥海国定公園 に属する。 日本百名山  ・ 日本百景 の一つ。2007年（平成19年）に 日本の地質百選 に選定された。2009年（平成21年）に 国史跡 「鳥海山」として指定された。","https://ja.wikipedia.org/wiki/鳥海山","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯39度05分57秒東経140度02分56秒","北緯39度05分57秒東経140度02分56秒﻿ / ﻿北緯39.09917度 東経140.04889度﻿ /39.09917; 140.04889座標:北緯39度05分57秒東経140度02分56秒﻿ / ﻿北緯39.09917度 東経140.04889度﻿ /39.09917; 140.04889","日本山形県飽海郡遊佐町・酒田市・秋田県由利本荘市・にかほ市","","","","","","","","","","","","","","","2,236m","成層火山",""
"一ノ坂遺跡","[一ノ坂遺跡（いちのさかいせき）〔米沢市〕1997年7月28日] 長さ44メートル、幅4メートルの 超大型住居 を検出したことで知られる。同じ縄文時代前期の 三内丸山遺跡 （ 青森県 青森市 、長さ32メートル×幅10メートル）、 杉沢台遺跡 （ 秋田県 能代市 、長さ31メートル×幅8メートル）とならび縄文時代最大級の建造物で、長さだけからすれば日本最大規模を有する  。","https://ja.wikipedia.org/wiki/一ノ坂遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度54分34.0秒 東経140度4分53.5秒","","","","","","","","","","","","","","","","","","",""
"上杉治憲敬師郊迎跡 (存在しないページ)","[上杉治憲敬師郊迎跡（うえすぎはるのりけいしこうげいあと）〔米沢市〕1935年6月7日]","https://ja.wikipedia.org/w/index.php?title=上杉治憲敬師郊迎跡&amp;action=edit&amp;redlink=1","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"古志田東遺跡","[古志田東遺跡（ふるしだひがしいせき）〔米沢市〕2000年5月19日] 古志田東遺跡 （ふるしだひがしいせき）は、 山形県 米沢市 林泉寺にある 平安時代 の遺跡。2000年9月6日、国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/古志田東遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度53分53秒 東経140度05分55秒","","","","","","","","","","","","","","","","","","",""
"上杉家廟所","[米沢藩主上杉家墓所（よねざわはんしゅうえすぎけぼしょ）〔米沢市〕1984年1月11日] 上杉家廟所 （うえすぎけびょうしょ）は、 山形県 米沢市 にある 米沢藩 歴代藩主の墓所である。 1984年 （ 昭和 59年）1月11日、 米沢藩主上杉家墓所 （よねざわはんしゅうえすぎけぼしょ）の名称で国の 史跡 に指定された  。","https://ja.wikipedia.org/wiki/上杉家廟所","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯37度54分53.0秒 東経140度5分29.3秒","","","","","","","","","","","","","","","","","","",""
"下小松古墳群","[下小松古墳群（しもこまつこふんぐん）〔東置賜郡川西町〕2000年9月21日] 下小松古墳群 （しもこまつこふんぐん）は、 山形県 東置賜郡 川西町 にある 古墳群 。","https://ja.wikipedia.org/wiki/下小松古墳群","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度01分23秒東経140度02分20秒","","日本山形県川西町","","","","","","","","","","","","古墳時代","","","","",""
"一の沢洞窟","[一の沢洞窟（いちのさわどうくつ）〔東置賜郡高畠町〕1980年9月11日] 一の沢洞窟 （いちのさわどうくつ）は、 山形県 東置賜郡 高畠町 、最上川支流の 屋代川 に注ぐ支谷の最奥部（一の沢）にある 洞窟 遺跡。 1980年 9月11日に、国の史跡に指定された。この地域には、ほかに 日向洞窟 や 尼子洞窟群 、 観音岩洞窟群 、 火箱岩洞窟群 など、十数か所に洞窟遺跡群があり、他に例がないほど洞窟群が密集する地域となっている。","https://ja.wikipedia.org/wiki/一の沢洞窟","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度02分50秒東経140度13分51秒","","日本山形県","","","","","","","","","","","","縄文時代","","","","",""
"大立洞窟","[大立洞窟（おおだちどうくつ）〔高畠町〕1980年6月3日] 大立洞窟 （おおだちどうくつ）は、 山形県 東置賜郡 高畠町 にある 縄文時代 の 洞窟 遺跡 。 1980年 （昭和55年）6月3日に国の 史跡 に指定された  。","https://ja.wikipedia.org/wiki/大立洞窟","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度01分16秒東経140度12分29秒","","日本山形県高畠町","","","","","","","","","","","","縄文時代","","","280 m (919 ft)","",""
