"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","開業年月日","駅構造","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","通称","種別","起終点","駅数","開業"
"上市駅","上市駅（かみいちえき）","https://ja.wikipedia.org/wiki/上市駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯36度42分16.08秒東経137度21分26.6秒","■本線","13.3 km（電鉄富山起点）","富山地方鉄道","1913年（大正2年）6月25日","地上駅","頭端式2面3線","富山県中新川郡上市町若杉4-2北緯36度42分16.08秒東経137度21分26.6秒﻿ / ﻿北緯36.7044667度 東経137.357389度﻿ /36.7044667; 137.357389﻿ (上市駅)座標:北緯36度42分16.08秒東経137度21分26.6秒﻿ / ﻿北緯36.7044667度 東経137.357389度﻿ /36.7044667; 137.357389﻿ (上市駅)","直営駅","","T12","","1,995人/日-2018年-","","","","","","",""
"上市場駅","上市場駅（かみいちばえき）","https://ja.wikipedia.org/wiki/上市場駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度3分0.18秒東経137度45分8.16秒","CD飯田線","56.0 km（豊橋起点）","東海旅客鉄道（JR東海）","1935年（昭和10年）6月12日*","地上駅","1面1線","浜松市天竜区佐久間町浦川2541北緯35度3分0.18秒東経137度45分8.16秒﻿ / ﻿北緯35.0500500度 東経137.7522667度﻿ /35.0500500; 137.7522667座標:北緯35度3分0.18秒東経137度45分8.16秒﻿ / ﻿北緯35.0500500度 東経137.7522667度﻿ /35.0500500; 137.7522667","駅員無配置駅","イハ","","8人/日（降車客含まず）-2019年-","","","","","","","",""
"上一万停留場","上一万停留場（かみいちまんていりゅうじょう）","https://ja.wikipedia.org/wiki/上一万停留場","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯33度50分47.75秒東経132度46分31.85秒","城南線","1.2 km（道後温泉起点）","伊予鉄道","","地上駅","2面2線","愛媛県松山市勝山町二丁目北緯33度50分47.75秒東経132度46分31.85秒﻿ / ﻿北緯33.8465972度 東経132.7755139度﻿ /33.8465972; 132.7755139﻿ (上一万停留場)","","","16","","1536[1]人/日-2015年-","","","","","","",""
"上今井駅","上今井駅（かみいまいえき）","https://ja.wikipedia.org/wiki/上今井駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯36度45分12.74秒東経138度19分9.83秒","■飯山線","6.9 km（豊野起点）","東日本旅客鉄道（JR東日本）","1921年（大正10年）10月20日[1]","地上駅","1面1線[1]","長野県中野市大字上今井[1]北緯36度45分12.74秒東経138度19分9.83秒﻿ / ﻿北緯36.7535389度 東経138.3193972度﻿ /36.7535389; 138.3193972﻿ (上今井駅)座標:北緯36度45分12.74秒東経138度19分9.83秒﻿ / ﻿北緯36.7535389度 東経138.3193972度﻿ /36.7535389; 138.3193972﻿ (上今井駅)","無人駅標高：338.9m[2]","イマ[2]","","248人/日（降車客含まず）-2013年-","","","","","","","",""
"上今市駅","上今市駅（かみいまいちえき）","https://ja.wikipedia.org/wiki/上今市駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯36度43分40.0秒東経139度40分53.6秒","■日光線","88.4 km（東武動物公園起点）","東武鉄道","1929年（昭和4年）10月1日","地上駅","2面2線","栃木県日光市今市533-3北緯36度43分40.0秒東経139度40分53.6秒﻿ / ﻿北緯36.727778度 東経139.681556度﻿ /36.727778; 139.681556座標:北緯36度43分40.0秒東経139度40分53.6秒﻿ / ﻿北緯36.727778度 東経139.681556度﻿ /36.727778; 139.681556","無人駅","イチ","TN24","","103人/日-2019年-","","","","","","",""
"上伊万里駅","上伊万里駅（かみいまりえき）","https://ja.wikipedia.org/wiki/上伊万里駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯33度16分12.66秒東経129度53分31.65秒","筑肥線","24.1 km（山本起点）","九州旅客鉄道（JR九州）","1935年（昭和10年）3月1日","地上駅","1面1線","佐賀県伊万里市大坪町丙1243北緯33度16分12.66秒東経129度53分31.65秒﻿ / ﻿北緯33.2701833度 東経129.8921250度﻿ /33.2701833; 129.8921250﻿ (上伊万里駅)","無人駅","マリ←カミイマ","","4人/日（降車客含まず）-2016年-","9人/日-2016年-","","","","","","",""
"上石見駅","上石見駅（かみいわみえき）","https://ja.wikipedia.org/wiki/上石見駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度6分45.01秒東経133度21分5.71秒","V伯備線","86.7km（倉敷起点）岡山から102.6 km","西日本旅客鉄道（JR西日本）","1924年（大正13年）12月6日","地上駅","2面3線","鳥取県日野郡日南町中石見字寺ノ前23北緯35度6分45.01秒東経133度21分5.71秒﻿ / ﻿北緯35.1125028度 東経133.3515861度﻿ /35.1125028; 133.3515861﻿ (上石見駅)","無人駅","カミ","","","22人/日-2018年-","","","","","","",""
"上臼杵駅","上臼杵駅（かみうすきえき）","https://ja.wikipedia.org/wiki/上臼杵駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯33度6分45.34秒東経131度47分34.55秒","■日豊本線[1]","167.6 km（小倉起点）","九州旅客鉄道（JR九州）[1]","1917年（大正6年）7月18日[2]","地上駅","1面1線[2]","大分県臼杵市大字福良1829-3[2][3]北緯33度6分45.34秒東経131度47分34.55秒","無人駅[1]","カウ","","371人/日（降車客含まず）-2019年-","","","","","","","",""
"上浦駅","上浦駅（かみうらえき）","https://ja.wikipedia.org/wiki/上浦駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯33度23分55.56秒東経130度38分13.73秒","■甘木線","14.9 km（宮の陣起点）","西日本鉄道","1921年（大正10年）12月8日","地上駅","1面1線","福岡県朝倉市上浦北緯33度23分55.56秒東経130度38分13.73秒﻿ / ﻿北緯33.3987667度 東経130.6371472度﻿ /33.3987667; 130.6371472座標:北緯33度23分55.56秒東経130度38分13.73秒﻿ / ﻿北緯33.3987667度 東経130.6371472度﻿ /33.3987667; 130.6371472","無人駅","","A  03 ","","102人/日-2019年-","","","","","","",""
"上宇和駅","上宇和駅（かみうわえき）","https://ja.wikipedia.org/wiki/上宇和駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯33度22分47.82秒東経132度30分5.21秒","■予讃線","275.4 km（高松起点）","四国旅客鉄道（JR四国）","1945年（昭和20年）6月20日","地上駅","1面1線","愛媛県西予市宇和町下松葉北緯33度22分47.82秒東経132度30分5.21秒﻿ / ﻿北緯33.3799500度 東経132.5014472度﻿ /33.3799500; 132.5014472座標:北緯33度22分47.82秒東経132度30分5.21秒﻿ / ﻿北緯33.3799500度 東経132.5014472度﻿ /33.3799500; 132.5014472","無人駅","カウ","○U21","","152[1]人/日-2019年-","","","","","","",""
"神尾駅","神尾駅（かみおえき）","https://ja.wikipedia.org/wiki/神尾駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度52分58.65秒東経138度6分5.87秒","大井川本線","9.8 km（金谷起点）","大井川鐵道","1928年（昭和3年）7月20日","地上駅","島式 1面2線","静岡県島田市神尾北緯34度52分58.65秒東経138度6分5.87秒﻿ / ﻿北緯34.8829583度 東経138.1016306度﻿ /34.8829583; 138.1016306座標:北緯34度52分58.65秒東経138度6分5.87秒﻿ / ﻿北緯34.8829583度 東経138.1016306度﻿ /34.8829583; 138.1016306","無人駅","","","2人/日（降車客含まず）-2019年-","5人/日-2019年-","","","","","","",""
"上大井駅","上大井駅（かみおおいえき）","https://ja.wikipedia.org/wiki/上大井駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度19分20.3秒東経139度9分47.9秒","CB御殿場線","6.5 km（国府津起点）","東海旅客鉄道（JR東海）","1948年（昭和23年）6月1日[1]","地上駅","2面2線","神奈川県足柄上郡大井町上大井617北緯35度19分20.3秒東経139度9分47.9秒﻿ / ﻿北緯35.322306度 東経139.163306度﻿ /35.322306; 139.163306﻿ (上大井駅)座標:北緯35度19分20.3秒東経139度9分47.9秒﻿ / ﻿北緯35.322306度 東経139.163306度﻿ /35.322306; 139.163306﻿ (上大井駅)","駅員無配置駅","オイ←ヲイ","CB  02 ","490人/日（降車客含まず）-2018年-","","","","","","","",""
"上大岡駅","上大岡駅（かみおおおかえき）","https://ja.wikipedia.org/wiki/上大岡駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","","","","京浜急行電鉄（駅詳細）横浜市交通局（駅詳細）","","","","横浜市港南区上大岡西一丁目","","","","","","","","","","","",""
"上大月駅","上大月駅（かみおおつきえき）","https://ja.wikipedia.org/wiki/上大月駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度36分33.45秒東経138度56分16.92秒","■大月線","0.6 km（大月起点）","富士急行","1929年（昭和4年）6月19日","地上駅","1面1線","山梨県大月市大月二丁目223-3北緯35度36分33.45秒東経138度56分16.92秒座標:北緯35度36分33.45秒 東経138度56分16.92秒","標高：358m無人駅","","FJ02","","82人/日-2018年-","","","","","","",""
"上岡駅","上岡駅（かみおかえき）","https://ja.wikipedia.org/wiki/上岡駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯32度57分22.99秒東経131度51分44.08秒","■日豊本線","202.4 km（小倉起点）","九州旅客鉄道（JR九州）","1920年（大正9年）11月20日[1]","地上駅","1面2線[1]","大分県佐伯市大字上岡[1]北緯32度57分22.99秒東経131度51分44.08秒","無人駅[1]","オカ←ヲカ","","13人/日（降車客含まず）-2015年-","27人/日-2015年-","","","","","","",""
"上小川駅","上小川駅（かみおがわえき）","https://ja.wikipedia.org/wiki/上小川駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯36度43分9.8秒東経140度22分43.3秒","■水郡線","47.3 km（水戸起点）","東日本旅客鉄道（JR東日本）","1925年（大正14年）8月15日","地上駅","2面2線","茨城県久慈郡大子町大字頃藤3528-2北緯36度43分9.8秒東経140度22分43.3秒","簡易委託駅","ミコ","","32人/日（降車客含まず）-2019年-","","","","","","","",""
"上小田井駅","上小田井駅（かみおたいえき）","https://ja.wikipedia.org/wiki/上小田井駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度13分24秒東経136度52分37秒","IY名鉄犬山線","3.5 km（枇杷島分岐点起点）","名古屋鉄道（名鉄）名古屋市交通局（名古屋市営地下鉄）","1912年（大正元年）8月6日*","高架駅","2面4線","名古屋市西区貴生町90 *北緯35度13分24秒東経136度52分37秒﻿ / ﻿北緯35.22333度 東経136.87694度﻿ /35.22333; 136.87694座標:北緯35度13分24秒東経136度52分37秒﻿ / ﻿北緯35.22333度 東経136.87694度﻿ /35.22333; 136.87694","共同使用駅（名鉄の管轄駅）","","IY  03 ","（名鉄）-2019年-10,270人/日（降車客含まず）（地下鉄）-2019年-21,802**人/日（降車客含まず）","（名鉄）-2019年-20,709人/日（地下鉄）-2019年-40,899**[1]人/日","","","","","","",""
"上尾幌駅","上尾幌駅（かみおぼろえき）","https://ja.wikipedia.org/wiki/上尾幌駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯43度1分58.47秒東経144度36分44.71秒","根室本線（花咲線）","331.7 km（滝川起点）","北海道旅客鉄道（JR北海道）","1917年（大正6年）12月1日","地上駅","2面2線","北海道厚岸郡厚岸町上尾幌1番地北緯43度1分58.47秒東経144度36分44.71秒","無人駅","カホ","","","26人/日-2014年-","","","","","","",""
"上嘉川駅","上嘉川駅（かみかがわえき）","https://ja.wikipedia.org/wiki/上嘉川駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度4分25.3秒東経131度22分44.49秒","■宇部線","2.8 km（新山口起点）","西日本旅客鉄道（JR西日本）","1925年（大正14年）3月26日","地上駅","1面1線","山口県山口市嘉川字野間5155北緯34度4分25.3秒東経131度22分44.49秒﻿ / ﻿北緯34.073694度 東経131.3790250度﻿ /34.073694; 131.3790250座標:北緯34度4分25.3秒東経131度22分44.49秒﻿ / ﻿北緯34.073694度 東経131.3790250度﻿ /34.073694; 131.3790250","無人駅","ミカ","","57人/日（降車客含まず）-2019年-","","","","","","","",""
"上片桐駅","上片桐駅（かみかたぎりえき）","https://ja.wikipedia.org/wiki/上片桐駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度37分3.32秒東経137度54分14.84秒","CD飯田線","146.9 km（豊橋起点）","東海旅客鉄道（JR東海）","1920年（大正9年）11月22日[1]","地上駅","2面2線[1]","長野県下伊那郡松川町上片桐[1]3295北緯35度37分3.32秒東経137度54分14.84秒﻿ / ﻿北緯35.6175889度 東経137.9041222度﻿ /35.6175889; 137.9041222座標:北緯35度37分3.32秒東経137度54分14.84秒﻿ / ﻿北緯35.6175889度 東経137.9041222度﻿ /35.6175889; 137.9041222","駅員無配置駅[1]標高：607m[1]","ミリ[1]","","359人/日（降車客含まず）-2018年-","","","","","","","",""
"上桂駅","上桂駅（かみかつらえき）","https://ja.wikipedia.org/wiki/上桂駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度59分25.5秒東経135度41分45.3秒","■嵐山線","1.4 km（桂起点）","阪急電鉄","1928年（昭和3年）11月9日","地上駅","2面2線","京都市西京区上桂宮ノ後町33番地2[1]北緯34度59分25.5秒東経135度41分45.3秒﻿ / ﻿北緯34.990417度 東経135.695917度﻿ /34.990417; 135.695917座標:北緯34度59分25.5秒東経135度41分45.3秒﻿ / ﻿北緯34.990417度 東経135.695917度﻿ /34.990417; 135.695917","","","HK96","","9,183人/日-2019年-","","（通年平均）7,983人/日-2019年-","","","","",""
"上金田駅","上金田駅（かみかなだえき）","https://ja.wikipedia.org/wiki/上金田駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯33度40分20.28秒東経130度47分23.81秒","■伊田線","11.6 km（直方起点）","■平成筑豊鉄道","1990年（平成2年）4月1日[1]","地上駅","2面2線","福岡県田川郡福智町金田86-2北緯33度40分20.28秒東経130度47分23.81秒","無人駅","","HC11","","249人/日-2006年-","","","","","","",""
"上川駅","上川駅（かみかわえき）","https://ja.wikipedia.org/wiki/上川駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯43度50分55.44秒東経142度46分0.08秒","■石北本線","44.9 km（新旭川起点）","北海道旅客鉄道（JR北海道）","1923年（大正12年）11月15日","地上駅","2面3線","北海道上川郡上川町中央町北緯43度50分55.44秒東経142度46分0.08秒","直営駅（管理駅）みどりの窓口有","ミワ","○A43","","288人/日-2018年-","","","","","","",""
"上川口駅","上川口駅（かみかわぐちえき）","https://ja.wikipedia.org/wiki/上川口駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度19分46.55秒東経135度4分22.9秒","E山陰本線","95.2 km（京都起点）","西日本旅客鉄道（JR西日本）","1911年（明治44年）10月25日","地上駅","2面3線","京都府福知山市字上小田122-2北緯35度19分46.55秒東経135度4分22.9秒﻿ / ﻿北緯35.3295972度 東経135.073028度﻿ /35.3295972; 135.073028座標:北緯35度19分46.55秒東経135度4分22.9秒﻿ / ﻿北緯35.3295972度 東経135.073028度﻿ /35.3295972; 135.073028","無人駅","カワ","","45人/日（降車客含まず）-2016年-","","","","","","","",""
"上川立駅","上川立駅（かみかわたちえき）","https://ja.wikipedia.org/wiki/上川立駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度43分31.34秒東経132度47分5.54秒","P芸備線","102.2km（備中神代起点）三次から11.9 km","西日本旅客鉄道（JR西日本）","1915年（大正4年）4月28日","地上駅","1面1線","広島県三次市上川立町67北緯34度43分31.34秒東経132度47分5.54秒﻿ / ﻿北緯34.7253722度 東経132.7848722度﻿ /34.7253722; 132.7848722座標:北緯34度43分31.34秒東経132度47分5.54秒﻿ / ﻿北緯34.7253722度 東経132.7848722度﻿ /34.7253722; 132.7848722","無人駅*1937年に川立駅から改称。","カチ","","26人/日（降車客含まず）-2017年-","","","","","","","",""
"上神梅駅","上神梅駅（かみかんばいえき）","https://ja.wikipedia.org/wiki/上神梅駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯36度28分12.20秒東経139度15分27.35秒","■わたらせ渓谷線","12.4 km（桐生起点）","わたらせ渓谷鐵道","1912年（大正元年）12月31日","地上駅","1面1線","群馬県みどり市大間々町上神梅245北緯36度28分12.20秒東経139度15分27.35秒﻿ / ﻿北緯36.4700556度 東経139.2575972度﻿ /36.4700556; 139.2575972座標:北緯36度28分12.20秒東経139度15分27.35秒﻿ / ﻿北緯36.4700556度 東経139.2575972度﻿ /36.4700556; 139.2575972","","ハイ","WK06","","25人/日-2018年-","","","","","","",""
"上北沢駅","上北沢駅（かみきたざわえき）","https://ja.wikipedia.org/wiki/上北沢駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度40分7.8秒東経139度37分24.4秒","■京王線","7.8 km（新宿起点）","京王電鉄","1913年（大正2年）4月15日","地上駅","1面2線","東京都世田谷区上北沢四丁目14番3号北緯35度40分7.8秒東経139度37分24.4秒﻿ / ﻿北緯35.668833度 東経139.623444度﻿ /35.668833; 139.623444座標:北緯35度40分7.8秒東経139度37分24.4秒﻿ / ﻿北緯35.668833度 東経139.623444度﻿ /35.668833; 139.623444","","","KO09","","15,942人/日-2019年-","","","","","","",""
"上北台駅","上北台駅（かみきただいえき）","https://ja.wikipedia.org/wiki/上北台駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度44分45.2秒東経139度24分57秒","多摩都市モノレール線","0.0 km（上北台起点）","多摩都市モノレール","1998年（平成10年）11月27日[1]","高架駅","2面2線","東京都東大和市上北台一丁目5番地1北緯35度44分45.2秒東経139度24分57秒﻿ / ﻿北緯35.745889度 東経139.41583度﻿ /35.745889; 139.41583座標:北緯35度44分45.2秒東経139度24分57秒﻿ / ﻿北緯35.745889度 東経139.41583度﻿ /35.745889; 139.41583","","","TT19","6,545人/日（降車客含まず）-2019年-","13,031人/日-2019年-","","","","","","",""
"上北町駅","上北町駅（かみきたちょうえき）","https://ja.wikipedia.org/wiki/上北町駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","","■青い森鉄道線","57.4km（目時起点）東京から674.7 km","青い森鉄道","1891年（明治24年）9月1日","地上駅","2面3線","","直営駅*1959年に沼崎駅から改称。","カキヌサ（改称前）","","","554人/日-2018年-","","","","","","",""
"上熊谷駅","上熊谷駅（かみくまがやえき）","https://ja.wikipedia.org/wiki/上熊谷駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯36度8分33.48秒東経139度22分52.78秒","■秩父本線","15.8 km（羽生起点）","秩父鉄道","1933年（昭和8年）4月1日","地上駅","1面1線","埼玉県熊谷市宮本町255-1北緯36度8分33.48秒東経139度22分52.78秒﻿ / ﻿北緯36.1426333度 東経139.3813278度﻿ /36.1426333; 139.3813278座標:北緯36度8分33.48秒東経139度22分52.78秒﻿ / ﻿北緯36.1426333度 東経139.3813278度﻿ /36.1426333; 139.3813278","","カヤ","","336人/日（降車客含まず）-2019年-","882人/日-2019年-","","","","","","",""
"上熊本駅","上熊本駅（かみくまもとえき・九州旅客鉄道鹿児島本線・熊本電気鉄道菊池線）","https://ja.wikipedia.org/wiki/上熊本駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","","","","九州旅客鉄道（JR九州・駅詳細）熊本電気鉄道（駅詳細）熊本市交通局（駅詳細）","","","","熊本市西区上熊本二丁目","","","","","","","","","","","",""
"上熊本停留場","上熊本停留場（かみくまもとていりゅうじょう・熊本市電上熊本線）","https://ja.wikipedia.org/wiki/上熊本停留場","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","","","","九州旅客鉄道（JR九州・駅詳細）熊本電気鉄道（駅詳細）熊本市交通局（駅詳細）","","","","熊本市西区上熊本二丁目","","","","","","","","","","","",""
"上桑名川駅","上桑名川駅（かみくわながわえき）","https://ja.wikipedia.org/wiki/上桑名川駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯36度57分44.88秒東経138度26分28.57秒","■飯山線","35.4 km（豊野起点）","東日本旅客鉄道（JR東日本）","1931年（昭和6年）9月16日[1]","地上駅","1面1線[1]","長野県飯山市大字照岡[1]北緯36度57分44.88秒東経138度26分28.57秒﻿ / ﻿北緯36.9624667度 東経138.4412694度﻿ /36.9624667; 138.4412694﻿ (上桑名川駅)座標:北緯36度57分44.88秒東経138度26分28.57秒﻿ / ﻿北緯36.9624667度 東経138.4412694度﻿ /36.9624667; 138.4412694﻿ (上桑名川駅)","無人駅[1]標高：317.7m[2]","カク[2]","","14人/日（降車客含まず）-2011年-","","","","","","","",""
"上郷駅","上郷駅（かみごうえき）","https://ja.wikipedia.org/wiki/上郷駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度6分58.78秒東経131度24分6.55秒","■山口線","2.7 km（新山口起点）","西日本旅客鉄道（JR西日本）","1914年（大正3年）11月2日","地上駅","1面1線","山口県山口市小郡新町五丁目5番8号北緯34度6分58.78秒東経131度24分6.55秒﻿ / ﻿北緯34.1163278度 東経131.4018194度﻿ /34.1163278; 131.4018194座標:北緯34度6分58.78秒東経131度24分6.55秒﻿ / ﻿北緯34.1163278度 東経131.4018194度﻿ /34.1163278; 131.4018194","無人駅（自動券売機 有）","カコ","","690人/日（降車客含まず）-2019年-","","","","","","","",""
"上強羅駅","上強羅駅（かみごうらえき）","https://ja.wikipedia.org/wiki/上強羅駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度14分50.3秒東経139度2分17.0秒","鋼索線（箱根登山ケーブルカー）","0.96 km（強羅起点）","箱根登山鉄道","1921年（大正10年）12月1日","地上駅","相対式 2面1線","神奈川県足柄下郡箱根町北緯35度14分50.3秒東経139度2分17.0秒﻿ / ﻿北緯35.247306度 東経139.038056度﻿ /35.247306; 139.038056座標:北緯35度14分50.3秒東経139度2分17.0秒﻿ / ﻿北緯35.247306度 東経139.038056度﻿ /35.247306; 139.038056","*1951年に早雲館駅から改称標高：703m[2]","","OH61","25人/日（降車客含まず）-2018年[1]-","105人/日-2018年[1]-","","","","","","",""
"上郡駅","上郡駅（かみごおりえき）","https://ja.wikipedia.org/wiki/上郡駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度51分57.30秒東経134度21分15.37秒","A山陽本線（JR西日本）","89.6km（神戸起点）大阪から122.7 km","西日本旅客鉄道（JR西日本）智頭急行","1895年（明治28年）4月4日","地上駅","2面4線","兵庫県赤穂郡上郡町大持170-1（JR西日本）兵庫県赤穂郡上郡町大持110-2（智頭急行）北緯34度51分57.30秒東経134度21分15.37秒﻿ / ﻿北緯34.8659167度 東経134.3542694度﻿ /34.8659167; 134.3542694座標:北緯34度51分57.30秒東経134度21分15.37秒﻿ / ﻿北緯34.8659167度 東経134.3542694度﻿ /34.8659167; 134.3542694","共同使用駅両会社とも直営駅[1][2]JR駅舎にみどりの窓口有[3]両会社は別駅舎で中間改札有","カミ","","（JR西日本）-2019年-3,001人/日（降車客含まず）","（智頭急行）-2017年-498人/日","","","","","","",""
"上古沢駅","上古沢駅（かみこさわえき）","https://ja.wikipedia.org/wiki/上古沢駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度15分26.4秒東経135度32分52.6秒","■高野線","57.6km（汐見橋起点）難波から56.9 km","南海電気鉄道","1928年（昭和3年）6月18日","地上駅","1面1線","和歌山県伊都郡九度山町大字上古沢北緯34度15分26.4秒東経135度32分52.6秒﻿ / ﻿北緯34.257333度 東経135.547944度﻿ /34.257333; 135.547944座標:北緯34度15分26.4秒東経135度32分52.6秒﻿ / ﻿北緯34.257333度 東経135.547944度﻿ /34.257333; 135.547944","無人駅","","NK 83","","14人/日-2019年-","","","","","","",""
"上狛駅","上狛駅（かみこまえき）","https://ja.wikipedia.org/wiki/上狛駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度45分1.76秒東経135度49分15.90秒","D奈良線","1.6 km（木津起点）","西日本旅客鉄道（JR西日本）","1902年（明治35年）5月3日","地上駅","2面2線","京都府木津川市山城町上狛北野田芝北緯34度45分1.76秒東経135度49分15.90秒﻿ / ﻿北緯34.7504889度 東経135.8210833度﻿ /34.7504889; 135.8210833座標:北緯34度45分1.76秒東経135度49分15.90秒﻿ / ﻿北緯34.7504889度 東経135.8210833度﻿ /34.7504889; 135.8210833","簡易委託駅","ミコ","JR-D18","383人/日（降車客含まず）-2019年-","","","","","","","",""
"上境駅","上境駅（かみさかいえき）","https://ja.wikipedia.org/wiki/上境駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯36度56分15.75秒東経138度25分9.22秒","■飯山線","31.1 km（豊野起点）","東日本旅客鉄道（JR東日本）","1923年（大正12年）7月6日[1]","地上駅","1面1線[1]","長野県飯山市大字一山[1]北緯36度56分15.75秒東経138度25分9.22秒﻿ / ﻿北緯36.9377083度 東経138.4192278度﻿ /36.9377083; 138.4192278﻿ (上境駅)座標:北緯36度56分15.75秒東経138度25分9.22秒﻿ / ﻿北緯36.9377083度 東経138.4192278度﻿ /36.9377083; 138.4192278﻿ (上境駅)","無人駅[1]標高：324.4m[2]","サイ[2]","","14人/日（降車客含まず）-2011年-","","","","","","","",""
