"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","開業年月日","駅構造","ホーム","所在地","備考","電報略号","乗車人員,-統計年度-","駅番号","乗降人員,-統計年度-","乗換","乗車人員,-統計年次-","乗降人員,-統計年次-","住所","公式サイト","所有者","総支配人"
"引治駅","引治駅（ひきじえき）","https://ja.wikipedia.org/wiki/引治駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度13分45.11秒東経131度11分1.10秒","■久大本線","80.7 km（久留米起点）","九州旅客鉄道（JR九州）","1929年（昭和4年）12月15日[2][3]","地上駅[1]","1面1線[1]","大分県玖珠郡九重町大字町田[1]北緯33度13分45.11秒東経131度11分1.10秒","無人駅[4]","キチ","47人/日（降車客含まず）-2015年-","","91人/日-2015年-","","","","","","",""
"曳舟駅","曳舟駅（ひきふねえき）","https://ja.wikipedia.org/wiki/曳舟駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度43分5.1秒東経139度49分0.2秒","■伊勢崎線（東武スカイツリーライン）","2.4 km（浅草起点）","東武鉄道","1902年（明治35年）4月1日","高架駅","3面5線","東京都墨田区東向島2-26-6北緯35度43分5.1秒東経139度49分0.2秒﻿ / ﻿北緯35.718083度 東経139.816722度﻿ /35.718083; 139.816722座標:北緯35度43分5.1秒東経139度49分0.2秒﻿ / ﻿北緯35.718083度 東経139.816722度﻿ /35.718083; 139.816722","","フネ","","TS04","29,498人/日-2019年-","","","","","","",""
"蟇目駅","蟇目駅（ひきめえき）","https://ja.wikipedia.org/wiki/蟇目駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯39度37分45.64秒東経141度50分19.09秒","■山田線","91.5 km（盛岡起点）","東日本旅客鉄道（JR東日本）","1934年（昭和9年）11月6日[1]","地上駅","1面1線","岩手県宮古市蟇目12北緯39度37分45.64秒東経141度50分19.09秒座標:北緯39度37分45.64秒 東経141度50分19.09秒","無人駅","ヒメ","","","","","","","","","",""
"日切駅","日切駅（ひぎりえき）","https://ja.wikipedia.org/wiki/日切駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度50分20.55秒東経138度7分20.51秒","大井川本線","4.3 km（金谷起点）","大井川鐵道","1985年（昭和60年）7月23日","地上駅","単式 1面1線","静岡県島田市島字大西下北緯34度50分20.55秒東経138度7分20.51秒﻿ / ﻿北緯34.8390417度 東経138.1223639度﻿ /34.8390417; 138.1223639座標:北緯34度50分20.55秒東経138度7分20.51秒﻿ / ﻿北緯34.8390417度 東経138.1223639度﻿ /34.8390417; 138.1223639","無人駅","","8人/日（降車客含まず）-2019年-","","17人/日-2019年-","","","","","","",""
"ひぐち駅","ひぐち駅（真岡鐵道真岡線）","https://ja.wikipedia.org/wiki/ひぐち駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯36度21分30.76秒東経139度58分13.6秒","■真岡線","6.6 km（下館起点）","真岡鐵道","1992年（平成4年）3月14日[2]","地上駅","1面1線","茨城県筑西市折本747-3北緯36度21分30.76秒東経139度58分13.6秒﻿ / ﻿北緯36.3585444度 東経139.970444度﻿ /36.3585444; 139.970444﻿ (ひぐち駅)座標:北緯36度21分30.76秒東経139度58分13.6秒﻿ / ﻿北緯36.3585444度 東経139.970444度﻿ /36.3585444; 139.970444﻿ (ひぐち駅)","","","28人/日（降車客含まず）-2018年-","","46人/日-2018年-","","","","","","",""
"樋口駅","樋口駅（ひぐちえき・秩父鉄道秩父本線）","https://ja.wikipedia.org/wiki/樋口駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","","■秩父本線","42.1 km（羽生起点）","秩父鉄道","1911年（明治44年）9月14日","地上駅","1面2線","","","ヒク","111人/日（降車客含まず）-2019年-","","221人/日-2019年-","","","","","","",""
"曳馬駅","曳馬駅（ひくまえき）","https://ja.wikipedia.org/wiki/曳馬駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度43分59.83秒東経137度44分29.04秒","鉄道線","3.4 km（新浜松駅起点）","遠州鉄道","1909年（明治42年）12月6日","高架駅","2面2線","浜松市中区曳馬五丁目24-26北緯34度43分59.83秒東経137度44分29.04秒﻿ / ﻿北緯34.7332861度 東経137.7414000度﻿ /34.7332861; 137.7414000座標:北緯34度43分59.83秒東経137度44分29.04秒﻿ / ﻿北緯34.7332861度 東経137.7414000度﻿ /34.7332861; 137.7414000","* 1909年島ノ郷駅→1923年遠州島ノ郷駅→1951年遠州曳馬駅→2012年曳馬駅** 1日当たりの乗車人員は、年間の乗車人員を日数で除することにより算出した。","","**1,361人/日（降車客含まず）-2019年-"," 06 ","**2,671人/日-2019年-","","","","","","",""
"引田駅","引田駅（ひけたえき）","https://ja.wikipedia.org/wiki/引田駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度13分28.08秒東経134度24分7.5秒","■高徳線","45.1 km（高松起点）","四国旅客鉄道（JR四国）","1928年（昭和3年）4月15日","地上駅","2面3線","香川県東かがわ市引田700-2北緯34度13分28.08秒東経134度24分7.5秒﻿ / ﻿北緯34.2244667度 東経134.402083度﻿ /34.2244667; 134.402083﻿ (引田駅)","","ヒケ","","○T10","516[1]人/日-2019年-","","","","","","",""
"肥後伊倉駅","肥後伊倉駅（ひごいくらえき）","https://ja.wikipedia.org/wiki/肥後伊倉駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯32度54分47.95秒東経130度35分11.09秒","■鹿児島本線","172.8 km（門司港起点）","九州旅客鉄道（JR九州）","1935年（昭和10年）4月3日[1]","地上駅","2面2線[1]","熊本県玉名市伊倉北方[1]北緯32度54分47.95秒東経130度35分11.09秒﻿ / ﻿北緯32.9133194度 東経130.5864139度﻿ /32.9133194; 130.5864139﻿ (肥後伊倉駅)","簡易委託駅","クラ","","","","","","","","","",""
"肥後大津駅","肥後大津駅（ひごおおづえき）","https://ja.wikipedia.org/wiki/肥後大津駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯32度52分39.19秒東経130度51分58.12秒","■豊肥本線","125.2 km（大分起点）","九州旅客鉄道（JR九州）","1914年（大正3年）6月21日[2]","地上駅","2面3線[1]","熊本県菊池郡大津町大字室[1]北緯32度52分39.19秒東経130度51分58.12秒","業務委託駅[3]みどりの窓口有[1]","オツ","2,663人/日（降車客含まず）-2019年-","","","","","","","","",""
"肥後高田駅","肥後高田駅（ひごこうだえき）","https://ja.wikipedia.org/wiki/肥後高田駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯32度28分31.61秒東経130度36分45.3秒","肥薩おれんじ鉄道線","4.8km（八代起点）237.1 km（門司港起点）","肥薩おれんじ鉄道","1933年（昭和8年）7月17日","地上駅","2面2線","熊本県八代市平山新町北緯32度28分31.61秒東経130度36分45.3秒﻿ / ﻿北緯32.4754472度 東経130.612583度﻿ /32.4754472; 130.612583座標:北緯32度28分31.61秒東経130度36分45.3秒﻿ / ﻿北緯32.4754472度 東経130.612583度﻿ /32.4754472; 130.612583","無人駅","オレコタ","263人/日（降車客含まず）-2018年-","OR02","","","","","","","",""
"彦崎駅","彦崎駅（ひこさきえき）","https://ja.wikipedia.org/wiki/彦崎駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度33分7.46秒東経133度50分6.57秒","L宇野線（宇野みなと線）","18.1km（岡山起点）茶屋町から3.2 km","西日本旅客鉄道（JR西日本）","1910年（明治43年）6月12日","地上駅","2面2線","岡山市南区彦崎2928番地2北緯34度33分7.46秒東経133度50分6.57秒﻿ / ﻿北緯34.5520722度 東経133.8351583度﻿ /34.5520722; 133.8351583﻿ (彦崎駅*)","無人駅（自動券売機 有）*1914年に味野駅から改称。","ヒコ","282人/日（降車客含まず）-2019年-","JR-L09","","","","","","","",""
"彦山駅","彦山駅（ひこさんえき）","https://ja.wikipedia.org/wiki/彦山駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度30分2.54秒東経130度52分8.66秒","■日田彦山線","47.2 km（城野起点）","九州旅客鉄道（JR九州）","1942年（昭和17年）8月25日[1]","地上駅","2面3線[1]","福岡県田川郡添田町大字落合[1]800北緯33度30分2.54秒東経130度52分8.66秒","無人駅[1]（自動券売機 有）","サン","","","","","","","","","",""
"樋越駅","樋越駅（ひごしえき）","https://ja.wikipedia.org/wiki/樋越駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯36度24分55.91秒東経139度10分24.55秒","■上毛線","9.9 km（中央前橋起点）","上毛電気鉄道","1928年（昭和3年）11月10日","地上駅","1面1線","群馬県前橋市樋越町191-4北緯36度24分55.91秒東経139度10分24.55秒﻿ / ﻿北緯36.4155306度 東経139.1734861度﻿ /36.4155306; 139.1734861﻿ (樋越駅)座標:北緯36度24分55.91秒東経139度10分24.55秒﻿ / ﻿北緯36.4155306度 東経139.1734861度﻿ /36.4155306; 139.1734861﻿ (樋越駅)","","","","","214人/日-2018年-","","","","","","",""
"肥後田浦駅","肥後田浦駅（ひごたのうらえき）","https://ja.wikipedia.org/wiki/肥後田浦駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯32度21分2.46秒東経130度30分17.17秒","肥薩おれんじ鉄道線","23.6km（八代起点）255.9 km（門司港起点）","肥薩おれんじ鉄道","1925年（大正14年）4月15日","地上駅","2面2線","熊本県葦北郡芦北町小田浦北緯32度21分2.46秒東経130度30分17.17秒﻿ / ﻿北緯32.3506833度 東経130.5047694度﻿ /32.3506833; 130.5047694座標:北緯32度21分2.46秒東経130度30分17.17秒﻿ / ﻿北緯32.3506833度 東経130.5047694度﻿ /32.3506833; 130.5047694","簡易委託駅（土曜日のみ）","オレヒラ","","OR07","94[1]人/日-2014年-","","","","","","",""
"肥後長浜駅","肥後長浜駅（ひごながはまえき）","https://ja.wikipedia.org/wiki/肥後長浜駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯32度41分25.62秒東経130度33分35.91秒","三角線（あまくさみすみ線）","11.4 km（宇土起点）","九州旅客鉄道（JR九州）","1931年（昭和6年）7月17日[1]*","地上駅","1面1線[1]","熊本県宇土市長浜町西の二[1]北緯32度41分25.62秒東経130度33分35.91秒","無人駅[1]","ハマ","","","","","","","","","",""
"肥後西村駅","肥後西村駅（ひごにしのむらえき）","https://ja.wikipedia.org/wiki/肥後西村駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯32度12分8.19秒東経130度48分31.96秒","■湯前線","5.8 km（人吉温泉駅起点）","くま川鉄道","1924年（大正13年）3月30日","地上駅","1面1線","熊本県球磨郡錦町大字西北緯32度12分8.19秒東経130度48分31.96秒﻿ / ﻿北緯32.2022750度 東経130.8088778度﻿ /32.2022750; 130.8088778﻿ (肥後西村駅)","無人駅","ムラ","245人/日（降車客含まず）-2018年-","","","","","","","","",""
"彦根駅","彦根駅（ひこねえき）","https://ja.wikipedia.org/wiki/彦根駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","","","","西日本旅客鉄道（JR西日本・駅詳細）近江鉄道（駅詳細）","","","","滋賀県彦根市古沢町","","","","","","","","","","","",""
"彦根口駅","彦根口駅（ひこねぐちえき）","https://ja.wikipedia.org/wiki/彦根口駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度15分17.02秒東経136度15分29.71秒","■本線（彦根・多賀大社線）","7.8 km（米原起点）","近江鉄道","1901年（明治34年）5月20日","地上駅","相対式2面2線","滋賀県彦根市西沼波町655北緯35度15分17.02秒東経136度15分29.71秒﻿ / ﻿北緯35.2547278度 東経136.2582528度﻿ /35.2547278; 136.2582528座標:北緯35度15分17.02秒東経136度15分29.71秒﻿ / ﻿北緯35.2547278度 東経136.2582528度﻿ /35.2547278; 136.2582528","","","438人/日（降車客含まず）-2019年-","OR06","888人/日-2019年-","","","","","","",""
"ひこね芹川駅","ひこね芹川駅（ひこねせりかわえき）","https://ja.wikipedia.org/wiki/ひこね芹川駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度15分43.74秒東経136度15分39.41秒","■本線（彦根・多賀大社線）","7.0 km（米原起点）","近江鉄道","2009年（平成21年）4月8日[1]","地上駅","単式1面1線","滋賀県彦根市芹川町字矢立564-1北緯35度15分43.74秒東経136度15分39.41秒﻿ / ﻿北緯35.2621500度 東経136.2609472度﻿ /35.2621500; 136.2609472座標:北緯35度15分43.74秒東経136度15分39.41秒﻿ / ﻿北緯35.2621500度 東経136.2609472度﻿ /35.2621500; 136.2609472","無人駅","","116人/日（降車客含まず）-2019年-","OR05","247人/日-2019年-","","","","","","",""
"肥後橋駅","肥後橋駅（ひごばしえき）","https://ja.wikipedia.org/wiki/肥後橋駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度41分28.87秒東経135度29分46.99秒","●四つ橋線","1.3 km（西梅田起点）","大阪市高速電気軌道(Osaka Metro)","1965年（昭和40年）10月1日","地下駅","1面2線","大阪市西区江戸堀一丁目北緯34度41分28.87秒東経135度29分46.99秒﻿ / ﻿北緯34.6913528度 東経135.4963861度﻿ /34.6913528; 135.4963861﻿ (肥後橋駅)","","","27,527人/日（降車客含まず）-2020年-"," Y12 ","58,117人/日-2020年-","渡辺橋駅（京阪中之島線）","","","","","",""
"肥後二見駅","肥後二見駅（ひごふたみえき）","https://ja.wikipedia.org/wiki/肥後二見駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯32度25分12.4秒東経130度33分0.08秒","肥薩おれんじ鉄道線","13.7km（八代起点）246.0 km（門司港起点）","肥薩おれんじ鉄道","1925年（大正14年）4月15日","地上駅","2面2線","熊本県八代市二見洲口町北緯32度25分12.4秒東経130度33分0.08秒﻿ / ﻿北緯32.420111度 東経130.5500222度﻿ /32.420111; 130.5500222座標:北緯32度25分12.4秒東経130度33分0.08秒﻿ / ﻿北緯32.420111度 東経130.5500222度﻿ /32.420111; 130.5500222","無人駅","オレフタ","37人/日（降車客含まず）-2018年-","OR04","","","","","","","",""
"日頃市駅","日頃市駅（ひころいちえき）","https://ja.wikipedia.org/wiki/日頃市駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯39度7分37秒東経141度40分9秒","日頃市線","6.4 km（盛起点）","岩手開発鉄道","1950年（昭和25年）10月21日","地上駅","","岩手県大船渡市大字日頃市町北緯39度7分37秒東経141度40分9秒座標:北緯39度7分37秒 東経141度40分9秒","貨物駅","","","","","","","","","","",""
"久居駅","久居駅（ひさいえき）","https://ja.wikipedia.org/wiki/久居駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度40分32.86秒東経136度28分40.15秒","E名古屋線","4.8 km（伊勢中川起点）","近畿日本鉄道（近鉄）","1930年（昭和5年）5月18日*","地上駅（橋上駅）","2面2線","三重県津市久居新町994-6北緯34度40分32.86秒東経136度28分40.15秒﻿ / ﻿北緯34.6757944度 東経136.4778194度﻿ /34.6757944; 136.4778194座標:北緯34度40分32.86秒東経136度28分40.15秒﻿ / ﻿北緯34.6757944度 東経136.4778194度﻿ /34.6757944; 136.4778194","* 近鉄の駅としての開業日","ヒサイ","5,598人/日（降車客含まず）-2019年-"," E42 ","","","","","","","",""
"久ノ浜駅","久ノ浜駅（ひさのはまえき）","https://ja.wikipedia.org/wiki/久ノ浜駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","","■常磐線","224.0 km（日暮里起点）","東日本旅客鉄道（JR東日本）","1897年（明治30年）8月29日[1]","地上駅","2面2線[1]","","無人駅","ヒサ","182人/日（降車客含まず）-2018年-","","","","","","","","",""
"久屋大通駅","久屋大通駅（ひさやおおどおりえき）","https://ja.wikipedia.org/wiki/久屋大通駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度10分25秒東経136度54分30秒","名城線","5.2 km（大曽根起点）","名古屋市交通局（名古屋市営地下鉄）","1989年（平成元年）9月10日","地下駅","2面2線（名城線）1面2線（桜通線）","名古屋市中区錦三丁目48北緯35度10分25秒東経136度54分30秒﻿ / ﻿北緯35.17361度 東経136.90833度﻿ /35.17361; 136.90833座標:北緯35度10分25秒東経136度54分30秒﻿ / ﻿北緯35.17361度 東経136.90833度﻿ /35.17361; 136.90833","","","26,319人/日（降車客含まず）-2019年-","M06","54,533[1]人/日-2019年-","","","","","","",""
"日出駅","日出駅（ひじえき）","https://ja.wikipedia.org/wiki/日出駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度22分9.10秒東経131度32分32.20秒","■日豊本線","107.2 km（小倉起点）","九州旅客鉄道（JR九州）","1911年（明治44年）3月22日[2]","地上駅","1面2線[1]","大分県速見郡日出町大字川崎[1]北緯33度22分9.10秒東経131度32分32.20秒﻿ / ﻿北緯33.3691944度 東経131.5422778度﻿ /33.3691944; 131.5422778座標:北緯33度22分9.10秒東経131度32分32.20秒﻿ / ﻿北緯33.3691944度 東経131.5422778度﻿ /33.3691944; 131.5422778","簡易委託駅[3]","ヒチ","509人/日（降車客含まず）-2019年-","","","","","","","","",""
"比地大駅","比地大駅（ひじだいえき）","https://ja.wikipedia.org/wiki/比地大駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度10分1.9秒東経133度41分25.07秒","■予讃線","50.0 km（高松起点）","四国旅客鉄道（JR四国）","1957年（昭和32年）10月1日","地上駅","1面1線","香川県三豊市豊中町比地大北緯34度10分1.9秒東経133度41分25.07秒﻿ / ﻿北緯34.167194度 東経133.6902972度﻿ /34.167194; 133.6902972座標:北緯34度10分1.9秒東経133度41分25.07秒﻿ / ﻿北緯34.167194度 東経133.6902972度﻿ /34.167194; 133.6902972","無人駅","ヒシ","120人/日（降車客含まず）-2019年-","○Y17","","","","","","","",""
"比島駅","比島駅（ひしまえき）","https://ja.wikipedia.org/wiki/比島駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯36度3分57.5秒東経136度29分1秒","■勝山永平寺線","26.4 km（福井起点）","えちぜん鉄道","1931年（昭和6年）5月1日","地上駅","1面1線","福井県勝山市遅羽町比島14-21-1北緯36度3分57.5秒東経136度29分1秒﻿ / ﻿北緯36.065972度 東経136.48361度﻿ /36.065972; 136.48361座標:北緯36度3分57.5秒東経136度29分1秒﻿ / ﻿北緯36.065972度 東経136.48361度﻿ /36.065972; 136.48361","無人駅","","1人/日（降車客含まず）-2019年-","○E22","1人/日-2019年-","","","","","","",""
"比治山下停留場","比治山下停留場（ひじやましたていりゅうじょう）","https://ja.wikipedia.org/wiki/比治山下停留場","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度23分12.99秒東経132度28分15.59秒","■皆実線","0.9 km（的場町起点）","広島電鉄","1944年（昭和19年）12月27日","地上駅","2面2線","広島市南区比治山本町北緯34度23分12.99秒東経132度28分15.59秒﻿ / ﻿北緯34.3869417度 東経132.4709972度﻿ /34.3869417; 132.4709972﻿ (比治山下停留場)座標:北緯34度23分12.99秒東経132度28分15.59秒﻿ / ﻿北緯34.3869417度 東経132.4709972度﻿ /34.3869417; 132.4709972﻿ (比治山下停留場)","","","","●H5","671[1]人/日-2019年-","","","","","","",""
"比治山橋停留場","比治山橋停留場（ひじやまばしていりゅうじょう）","https://ja.wikipedia.org/wiki/比治山橋停留場","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度22分59.54秒東経132度28分7.2秒","■皆実線","1.4 km（的場町起点）","広島電鉄","1944年（昭和19年）12月27日","地上駅","2面2線","広島市南区比治山本町北緯34度22分59.54秒東経132度28分7.2秒﻿ / ﻿北緯34.3832056度 東経132.468667度﻿ /34.3832056; 132.468667﻿ (比治山橋停留場)座標:北緯34度22分59.54秒東経132度28分7.2秒﻿ / ﻿北緯34.3832056度 東経132.468667度﻿ /34.3832056; 132.468667﻿ (比治山橋停留場)","","","","●H6","898[1]人/日-2019年-","","","","","","",""
"毘沙門駅","毘沙門駅（びしゃもんえき）","https://ja.wikipedia.org/wiki/毘沙門駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯40度51分28.48秒東経140度28分39.95秒","津軽鉄道線","7.4 km（津軽五所川原起点）","津軽鉄道","1931年（昭和6年）7月15日","地上駅","1面1線","青森県五所川原市大字毘沙門字上熊石113-2北緯40度51分28.48秒東経140度28分39.95秒﻿ / ﻿北緯40.8579111度 東経140.4777639度﻿ /40.8579111; 140.4777639座標:北緯40度51分28.48秒東経140度28分39.95秒﻿ / ﻿北緯40.8579111度 東経140.4777639度﻿ /40.8579111; 140.4777639","","","","","5人/日-2019年-","","","","","","",""
"毘沙門台駅","毘沙門台駅（びしゃもんだいえき）","https://ja.wikipedia.org/wiki/毘沙門台駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度28分9.83秒東経132度27分46.39秒","広島新交通1号線","9.6 km（本通起点）","広島高速交通","1994年（平成6年）8月20日[1]","高架駅","1面2線","広島市安佐南区毘沙門台一丁目7-45北緯34度28分9.83秒東経132度27分46.39秒﻿ / ﻿北緯34.4693972度 東経132.4628861度﻿ /34.4693972; 132.4628861﻿ (毘沙門台駅)座標:北緯34度28分9.83秒東経132度27分46.39秒﻿ / ﻿北緯34.4693972度 東経132.4628861度﻿ /34.4693972; 132.4628861﻿ (毘沙門台駅)","業務委託駅","","2,211人/日（降車客含まず）-2018年-","","4,225人/日-2018年-","","","","","","",""
"美術館図書館前駅","美術館図書館前駅（びじゅつかんとしょかんまええき）","https://ja.wikipedia.org/wiki/美術館図書館前駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯37度46分0.7秒東経140度27分19.8秒","福島交通飯坂線","1.4 km（福島起点）","福島交通","1924年（大正13年）4月13日","地上駅","1面2線","福島県福島市森合字台3－5北緯37度46分0.7秒東経140度27分19.8秒﻿ / ﻿北緯37.766861度 東経140.455500度﻿ /37.766861; 140.455500座標:北緯37度46分0.7秒東経140度27分19.8秒﻿ / ﻿北緯37.766861度 東経140.455500度﻿ /37.766861; 140.455500","1924年森合駅として開業1991年現駅名に改称","","","","493人/日-2018年-","","","","","","",""
"美章園駅","美章園駅（びしょうえんえき）","https://ja.wikipedia.org/wiki/美章園駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度38分17.04秒東経135度31分26.27秒","R阪和線","1.5 km（天王寺起点）","西日本旅客鉄道（JR西日本）","1931年（昭和6年）6月3日","高架駅","2面2線","大阪市阿倍野区美章園一丁目18北緯34度38分17.04秒東経135度31分26.27秒﻿ / ﻿北緯34.6380667度 東経135.5239639度﻿ /34.6380667; 135.5239639﻿ (美章園駅)座標:北緯34度38分17.04秒東経135度31分26.27秒﻿ / ﻿北緯34.6380667度 東経135.5239639度﻿ /34.6380667; 135.5239639﻿ (美章園駅)","直営駅みどりの券売機プラス設置駅大阪市内駅","ヒシ","5,271人/日（降車客含まず）-2018年-","JR-R21","","","","","","","",""
"美女平駅","美女平駅（びじょだいらえき）","https://ja.wikipedia.org/wiki/美女平駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯36度35分0.09秒東経137度27分31.54秒","立山ケーブルカー（鋼索線）","1.3 km（立山起点）","立山黒部貫光","1954年（昭和29年）8月13日[1]","地上駅","","富山県中新川郡立山町芦峅寺字ブナ坂北緯36度35分0.09秒東経137度27分31.54秒﻿ / ﻿北緯36.5833583度 東経137.4587611度﻿ /36.5833583; 137.4587611﻿ (美女平駅)","標高：977m","","","","","立山トンネルトロリーバス室堂駅へはバス乗り換え","","","","","",""
"聖高原駅","聖高原駅（ひじりこうげんえき）","https://ja.wikipedia.org/wiki/聖高原駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯36度27分18.08秒東経138度2分51.45秒","■篠ノ井線","21.7 km（篠ノ井起点）","東日本旅客鉄道（JR東日本）","1900年（明治33年）11月1日","地上駅","2面3線","長野県東筑摩郡麻績村漆田北緯36度27分18.08秒東経138度2分51.45秒﻿ / ﻿北緯36.4550222度 東経138.0476250度﻿ /36.4550222; 138.0476250座標:北緯36度27分18.08秒東経138度2分51.45秒﻿ / ﻿北緯36.4550222度 東経138.0476250度﻿ /36.4550222; 138.0476250","業務委託駅みどりの窓口有標高：621.4m","ヒコオミ←ヲミ（改称前）","254人/日（降車客含まず）-2019年-","","","","","","","","",""
"日代駅","日代駅（ひしろえき）","https://ja.wikipedia.org/wiki/日代駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度3分57.82秒東経131度55分7.08秒","■日豊本線","184.4 km（小倉起点）","九州旅客鉄道（JR九州）","1916年（大正5年）10月25日[1]","地上駅","2面2線[1]","大分県津久見市大字網代[1]北緯33度3分57.82秒東経131度55分7.08秒","無人駅[2]（自動券売機 有）","ヒシ","45人/日（降車客含まず）-2015年-","","","","","","","","",""
