"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","登録路線","登録回","登録日","開駅日","外部リンク","営業時間","施工","建築主","事業主体","管理運営","構造形式","建築面積","延床面積","階数","高さ","着工","竣工","開館開所"
"道の駅あきた港","あきた港（あきたこう）秋田市国道7号秋田-28セリオンと供用","https://ja.wikipedia.org/wiki/道の駅あきた港","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯39度45分9.8秒東経140度3分39.6秒","〒011-0945秋田県秋田市土崎港西一丁目9番1号","","","","","","","大林組、東亜建設工業","ポート秋田","秋田市","秋田スパ・アンド・ドライブイン・サービス","鉄骨造（タワー棟）鉄筋コンクリート造（低層棟）","2,190m2[1] m²","4,747m2[1] m²","地上5階・塔屋1階（タワー棟）[2]地上2階（低層棟）","143.6m[1]","1992年2月","1994年2月","1994年4月8日"
"道の駅こさか七滝","こさか七滝（こさかななたき）鹿角郡小坂町県道2号大館十和田湖線秋田-29 ","https://ja.wikipedia.org/wiki/道の駅こさか七滝","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯40度21分24秒東経140度46分55秒","〒017-0203秋田県鹿角郡小坂町上向字藤原35番地3","秋田県道2号","第33回（05029）","2010年3月1日","2010年7月3日","国土交通省案内ページ全国道の駅連絡会ページ","9:00-18:00","","","","","","","","","","","",""
"道の駅大館能代空港","おおだてのしろくうこう大館能代空港（おおだてのしろくうこう）北秋田市県道324号大館能代空港東線秋田-30大館能代空港と供用","https://ja.wikipedia.org/wiki/道の駅大館能代空港","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯40度11分31秒東経140度22分18秒","秋田県北秋田市","","","","","","","","","","","","","","","","","",""
"道の駅うご","うご雄勝郡羽後町国道398号秋田-31 ","https://ja.wikipedia.org/wiki/道の駅うご","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯39度12分03秒東経140度24分46秒","〒969-1761秋田県雄勝郡羽後町西馬音内字中野200番地","国道398号","第45回（05031）","2016年5月10日","2016年7月1日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","","","","","","","","","","","","",""
"道の駅おおゆ","おおゆ鹿角市市道大湯川向線秋田-32 ","https://ja.wikipedia.org/wiki/道の駅おおゆ","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯40度17分44秒東経140度49分34秒","〒018-5421秋田県鹿角市十和田大湯字中谷地19番地","市道大湯川向線","第48回（05032）","2017年11月17日","2018年4月28日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","","","","","","","","","","","","",""
"道の駅おが","おが男鹿市市道新浜町外ヶ沢線秋田-33みなとオアシスおがと併設","https://ja.wikipedia.org/wiki/道の駅おが","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯39度52分55.2秒東経139度50分54.4秒","〒010-0511秋田県男鹿市船川港船川字新浜町1番地19","男鹿市道新浜町・外ヶ沢線","第49回（05033）","2018年4月25日[1]","2018年7月1日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00-17：00[2]※一部休館日あり","","","","","","","","","","","",""
"道の駅月山","がっさん月山（がっさん）鶴岡市国道112号山形-01 ","https://ja.wikipedia.org/wiki/道の駅月山","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯38度35分13秒東経139度52分28秒","〒997-0403山形県鶴岡市越中山字名平3-1","国道112号","第1回（06001）","1993年4月22日","1992年11月","国土交通省案内ページ全国道の駅連絡会ページ","9:00 - 17:00","","","","","","","","","","","",""
"道の駅河北","かほく河北（かほく）西村山郡河北町国道287号山形-02 ","https://ja.wikipedia.org/wiki/道の駅河北","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯38度24分47秒東経140度19分42秒","〒999-3511山形県西村山郡河北町谷地字真木335-1","国道287号","第1回（06002）","1993年4月22日","1994年4月","国土交通省案内ページ全国道の駅連絡会ページ","9:00 - 18:00","","","","","","","","","","","",""
"道の駅寒河江","さがえ寒河江（さがえ）寒河江市国道112号山形-03 ","https://ja.wikipedia.org/wiki/道の駅寒河江","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯38度23分56秒東経140度16分16秒","〒990-0523山形県寒河江市大字八鍬字川原919-6","国道112号","第1回（06003）","1993年4月22日","1992年5月","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00 - 18:00（11月 - 3月）9:00 - 17:30","","","","","","","","","","","",""
"道の駅あつみ","あつみ鶴岡市国道7号山形-04 ","https://ja.wikipedia.org/wiki/道の駅あつみ","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯38度34分50秒東経139度33分29秒","〒999-7121山形県鶴岡市早田字戸ノ浦606","国道7号","第1回（06004）","22 4 1993","1991年7月","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","8:30-17:30（5-8月）8:00-18:00","","","","","","","","","","","",""
"道の駅にしかわ","にしかわ西村山郡西川町国道112号山形-05 ","https://ja.wikipedia.org/wiki/道の駅にしかわ","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯38度26分10秒東経140度05分57秒","〒995-0025山形県西村山郡西川町大字水沢2304","国道112号","第8回（06005）","1995年4月11日","1993年4月（開設）2004年11月9日（移転）","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:30 - 17:30","","","","","","","","","","","",""
"道の駅いいで","いいで西置賜郡飯豊町国道113号山形-06 ","https://ja.wikipedia.org/wiki/道の駅いいで","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯38度01分34秒東経139度59分41秒","〒999-0606山形県西置賜郡飯豊町大字松原1898","国道113号","第10回（06006）","1996年4月16日","1997年3月","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00 - 18:00","","","","","","","","","","","",""
"道の駅むらやま","むらやま村山市国道13号山形-07 ","https://ja.wikipedia.org/wiki/道の駅むらやま","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯38度29分14秒東経140度22分56秒","〒995-0025山形県村山市大字楯岡7635-1","国道13号","第12回（06007）","1997年4月11日","1998年3月","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00 - 19:30","","","","","","","","","","","",""
"道の駅とざわ","とざわ最上郡戸沢村国道47号山形-08 ","https://ja.wikipedia.org/wiki/道の駅とざわ","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯38度43分44秒東経140度09分43秒","〒999-6402山形県最上郡戸沢村大字蔵岡字黒渕3704-12","国道47号","第12回（06008）","1997年4月11日","1997年8月","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00 - 17:00","","","","","","","","","","","",""
"道の駅鳥海","ちょうかい鳥海（ちょうかい）飽海郡遊佐町国道7号山形-09 ","https://ja.wikipedia.org/wiki/道の駅鳥海","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯39度03分37秒東経139度52分32秒","〒999-8531山形県飽海郡遊佐町大字菅里字菅野308-1","国道7号","第12回（06009）","1997年4月11日","1996年4月","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","8:00 - 19:00","","","","","","","","","","","",""
"道の駅田沢","たざわ田沢（たざわ）米沢市国道121号山形-10 ","https://ja.wikipedia.org/wiki/道の駅田沢","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度52分40秒東経139度59分03秒","〒992-1583山形県米沢市大字入田沢573-19","国道121号","第12回（06010）","1997年4月11日","1998年3月","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00-18:00（12-2月）9:00-17:00","","","","","","","","","","","",""
"道の駅白い森おぐに","しろいもりおぐに白い森おぐに（しろいもりおぐに）西置賜郡小国町国道113号山形-11 ","https://ja.wikipedia.org/wiki/道の駅白い森おぐに","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯38度04分21秒東経139度43分51秒","〒999-1363山形県西置賜郡小国町大字小国小坂町616-1","国道113号","第14回（06011）","1998年4月17日","1998年10月","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00 - 18:00","","","","","","","","","","","",""
"道の駅おおえ","おおえ西村山郡大江町国道287号山形-12 ","https://ja.wikipedia.org/wiki/道の駅おおえ","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯38度22分04秒東経140度12分48秒","〒990-1121山形県西村山郡大江町大字藤田218-1","国道287号","第14回（06012）","1998年4月17日","1998年10月","国土交通省案内ページ全国道の駅連絡会ページ","9:00 - 18:00（11月 - 3月）9:00 - 17:30","","","","","","","","","","","",""
"道の駅庄内みかわ","しょうないみかわ庄内みかわ（しょうないみかわ）東田川郡三川町県道333号鶴岡広野線山形-13 ","https://ja.wikipedia.org/wiki/道の駅庄内みかわ","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯38度46分55秒東経139度50分49秒","〒997-1301山形県東田川郡三川町大字横山字堤172-1","山形県道333号","第15回（06013）","1999年8月27日","2000年4月","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00 - 18:00","","","","","","","","","","","",""
"道の駅たかはた","たかはた東置賜郡高畠町国道113号山形-14 ","https://ja.wikipedia.org/wiki/道の駅たかはた","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯38度00分24秒東経140度13分03秒","〒992-0302山形県東置賜郡高畠町大字安久津2072-1","国道113号","第16回（06014）","2000年8月18日","2000年4月","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00 - 17:00","","","","","","","","","","","",""
"道の駅天童温泉","てんどうおんせん天童温泉（てんどうおんせん）天童市国道13号山形-15 ","https://ja.wikipedia.org/wiki/道の駅天童温泉","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯38度21分16秒東経140度23分14秒","〒994-0022山形県天童市大字貫津字鍬ノ町2551","国道13号","第20回（06015）","2004年8月9日","2004年11月3日","国土交通省案内ページ全国道の駅連絡会ページ","9:30 - 18:00","","","","","","","","","","","",""
"道の駅尾花沢","おばなざわ尾花沢（おばなざわ）尾花沢市国道13号山形-16 ","https://ja.wikipedia.org/wiki/道の駅尾花沢","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯38度39分25秒東経140度21分49秒","〒999-4554山形県尾花沢市大字芦沢1195番地1","国道13号","第23回（06016）","2007年3月1日","2007年8月6日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00 - 19:00","","","","","","","","","","","",""
"道の駅白鷹ヤナ公園","しらたかヤナこうえん白鷹ヤナ公園（しらたかヤナこうえん）西置賜郡白鷹町国道287号山形-17 ","https://ja.wikipedia.org/wiki/道の駅白鷹ヤナ公園","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯38度13分05秒東経140度05分50秒","〒992-0862山形県西置賜郡白鷹町大字下山661-1","国道287号","第23回（06017）","2007年3月1日","2007年4月25日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","10:00 - 17:30","","","","","","","","","","","",""
"道の駅あさひまち","あさひまち西村山郡朝日町国道287号山形-18 ","https://ja.wikipedia.org/wiki/道の駅あさひまち","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯38度19分38秒東経140度10分09秒","〒990-1411山形県西村山郡朝日町大字和合字北又2724","国道287号","第43回（06018）","2015年4月15日","2015年10月1日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00 - 18:00（12月 - 3月）9:00 - 17:00","","","","","","","","","","","",""
"道の駅しょうない","しょうない東田川郡庄内町国道47号山形-19 ","https://ja.wikipedia.org/wiki/道の駅しょうない","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯38度47分40秒東経139度59分07秒","〒999-6601山形県東田川郡庄内町狩川字外北割97番地1","国道47号","第45回（06019）","2016年5月10日","2016年10月8日","国土交通省案内ページ全国道の駅連絡会ページ","9:00-18:00","","","","","","","","","","","",""
"道の駅川のみなと長井","かわのみなとながい川のみなと長井（かわのみなとながい）長井市国道287号山形-20 ","https://ja.wikipedia.org/wiki/道の駅川のみなと長井","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯38度06分33秒東経140度02分38秒","〒993-0003山形県長井市東町2番50号","国道287号","第46回（06020）","2016年10月7日","2017年4月21日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00 - 18:00","","","","","","","","","","","",""
"道の駅米沢","よねざわ米沢（よねざわ）米沢市県道1号米沢高畠線山形-21 ","https://ja.wikipedia.org/wiki/道の駅米沢","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度55分21秒東経140度8分14秒","〒992-0117山形県米沢市大字川井1039番地の1","主要地方道米沢高畠線","第48回（06021）","2017年11月17日","2018年4月20日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","","","","","","","","","","","","",""
"道の駅つちゆ","つちゆ福島市国道115号福島-01 ","https://ja.wikipedia.org/wiki/道の駅つちゆ","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度39分18秒東経140度20分03秒","〒960-1243福島県福島市松川町水原字南沢41-2","国道115号","第1回（07001）","1993年4月22日","1993年4月","国土交通省案内ページ全国道の駅連絡会ページ","9:00 - 18:00","","","","","","","","","","","",""
"道の駅川俣","かわまた川俣（かわまた）伊達郡川俣町国道114号福島-02 ","https://ja.wikipedia.org/wiki/道の駅川俣","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度40分04秒東経140度34分36秒","〒960-1406福島県伊達郡川俣町大字鶴沢字東13-1","国道114号","第5回（07002）","1994年4月26日","1992年5月","国土交通省案内ページ全国道の駅連絡会ページ","9:00-18:00","","","","","","","","","","","",""
"道の駅たじま","たじま南会津郡南会津町国道121号福島-03 ","https://ja.wikipedia.org/wiki/道の駅たじま","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度05分11秒東経139度43分40秒","〒967-0014福島県南会津郡南会津町糸沢字男鹿沼原3242-6","国道121号","第8回（07003）","1995年4月11日","1995年4月","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","7:00 - 19:00","","","","","","","","","","","",""
"道の駅安達","あだち安達（あだち）二本松市国道4号福島-04上下線分離","https://ja.wikipedia.org/wiki/道の駅安達","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度38分8.9秒東経140度29分1.6秒","〒969-1511福島県二本松市下川崎字上平33-1（上り線）〒969-1402福島県二本松市米沢字下川原田105-2（下り線）","国道4号","第10回（07004）","1996年4月16日","1997年3月（上り線）","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00-18:00","","","","","","","","","","","",""
"道の駅喜多の郷","きたのさと喜多の郷（きたのさと）喜多方市国道121号福島-05 ","https://ja.wikipedia.org/wiki/道の駅喜多の郷","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度42分05秒東経139度52分41秒","〒966-0901福島県喜多方市松山町鳥見山字三町歩5598-1","国道121号","第12回（07005）","1997年4月11日","1996年4月","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","8:30 - 17:00","","","","","","","","","","","",""
"道の駅裏磐梯","うらばんだい裏磐梯（うらばんだい）耶麻郡北塩原村国道459号福島-06 ","https://ja.wikipedia.org/wiki/道の駅裏磐梯","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度39分54秒東経140度02分38秒","〒966-0401福島県耶麻郡北塩原村大字桧原字南黄連沢山1157","国道459号","第12回（07006）","1997年4月11日","1997年3月","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00~17:00","","","","","","","","","","","",""
"道の駅ならは","ならは双葉郡楢葉町国道6号福島-07 ","https://ja.wikipedia.org/wiki/道の駅ならは","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度14分59秒東経140度59分52秒","〒979-0513福島県双葉郡楢葉町大字山田岡字大堤入22-1","国道6号","第16回（07007）","2000年8月18日","2001年4月","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00 - 21:00","","","","","","","","","","","",""
"道の駅そうま","そうま相馬市国道6号福島-08 ","https://ja.wikipedia.org/wiki/道の駅そうま","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度45分40秒東経140度56分53秒","〒979-2522福島県相馬市日下石字金谷74-1","国道6号","第18回（07008）","2002年8月13日","2003年4月28日","国土交通省案内ページ全国道の駅連絡会ページ","9:00 - 20:00","","","","","","","","","","","",""
"道の駅はなわ","はなわ東白川郡塙町国道118号福島-09 ","https://ja.wikipedia.org/wiki/道の駅はなわ","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯36度57分03秒東経140度24分53秒","〒969-7201福島県東白川郡塙町大字塙字桜木町388-1","国道118号","第18回（07009）","2002年8月13日","2003年4月20日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00 - 18:00","","","","","","","","","","","",""
"道の駅会津柳津","あいづやないづ会津柳津（あいづやないづ）河沼郡柳津町国道252号福島-10 ","https://ja.wikipedia.org/wiki/道の駅会津柳津","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度31分40秒東経139度43分20秒","〒969-7201福島県河沼郡柳津町大字柳津字下平乙181-1","国道252号","第18回（07010）","2002年8月13日","2003年5月2日","国土交通省案内ページ全国道の駅連絡会ページ","9:00 - 18:00（4月 - 11月）9:00 - 17:00（12月 - 3月）","","","","","","","","","","","",""
"道の駅ふくしま東和","ふくしま東和（ふくしまとうわ）二本松市国道349号福島-11 ","https://ja.wikipedia.org/wiki/道の駅ふくしま東和","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度34分12秒東経140度34分39秒","〒964-0111福島県二本松市太田字下田2-3","国道349号","第20回（07011）","2004年8月9日","2000年7月20日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00 - 18:00","","","","","","","","","","","",""
"道の駅にしあいづ","にしあいづ耶麻郡西会津町国道49号福島-12 ","https://ja.wikipedia.org/wiki/道の駅にしあいづ","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度35分8.9秒東経139度38分33.2秒","〒969-4406福島県耶麻郡西会津町野沢字下條乙1969-26","国道49号","第20回（07012）","2004年8月9日","2004年9月3日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00-19:00 (冬期 9:00-18:00)","","","","","","","","","","","",""
"道の駅尾瀬街道みしま宿","おぜかいどうみしまじゅく尾瀬街道みしま宿（おぜかいどうみしまじゅく）大沼郡三島町国道252号福島-13 ","https://ja.wikipedia.org/wiki/道の駅尾瀬街道みしま宿","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度28分40秒東経139度40分15秒","〒969-7515福島県大沼郡三島町大字川井字天屋原610","国道252号","第22回（07013）","2006年8月10日","2006年8月10日","国土交通省案内ページ全国道の駅連絡会ページ","8:00-19:00（冬季は18:00まで）","","","","","","","","","","","",""
"道の駅たまかわ","たまかわ石川郡玉川村県道208号福島空港西線福島-14 ","https://ja.wikipedia.org/wiki/道の駅たまかわ","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度13分22秒東経140度25分07秒","〒963-6311福島県石川郡玉川村大字岩法寺字宮ノ前140-2","福島県道208号","第22回（07014）","2006年8月10日","2006年8月10日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","8:00 - 19:00（冬季は18:00まで）","","","","","","","","","","","",""
"道の駅羽鳥湖高原","はとりここうげん羽鳥湖高原（はとりここうげん）岩瀬郡天栄村県道37号白河羽鳥線福島-15 ","https://ja.wikipedia.org/wiki/道の駅羽鳥湖高原","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度14分24秒東経140度03分48秒","〒962-0622福島県岩瀬郡天栄村大字田良尾字芝草1-3552","福島県道37号","第23回（07015）","2007年3月1日","2007年7月20日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","8:00-18:00","","","","","","","","","","","",""
"道の駅南相馬","みなみそうま南相馬（みなみそうま）南相馬市国道6号福島-16 ","https://ja.wikipedia.org/wiki/道の駅南相馬","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度38分08秒東経140度59分01秒","〒975-0033福島県南相馬市原町区高見町2丁目30番地1","国道6号","第24回（07016）","2007年8月10日","2007年10月","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00-21:00","","","","","","","","","","","",""
"道の駅しもごう","しもごう南会津郡下郷町国道289号福島-17 ","https://ja.wikipedia.org/wiki/道の駅しもごう","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度12分13秒東経139度54分58秒","〒969-7201福島県南会津郡下郷町大字南倉沢字木賊844-1882","国道289号","第30回（07017）","2009年3月12日","2009年4月27日","国土交通省案内ページ全国道の駅連絡会ページ","8:00 - 18:00（4月-11月）9:00 - 17:00（12月-3月）","","","","","","","","","","","",""
"道の駅ひらた","ひらた石川郡平田村国道49号福島-18 ","https://ja.wikipedia.org/wiki/道の駅ひらた","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度15分02秒東経140度33分36秒","〒963-8202福島県石川郡平田村大字上蓬田字横森後160","国道49号","第31回（07018）","2009年6月12日","2009年7月5日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00 - 19:00","","","","","","","","","","","",""
"道の駅よつくら港","よつくら港（よつくらこう）いわき市国道6号福島-19","https://ja.wikipedia.org/wiki/道の駅よつくら港","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度06分27秒東経140度59分35秒","〒979-0201福島県いわき市四倉町字五丁目218-1","国道6号","第32回（07019）","2009年7月31日","2009年12月26日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00 - 22:00","","","","","","","","","","","",""
"道の駅ばんだい","ばんだい耶麻郡磐梯町県道7号猪苗代塩川線福島-20 ","https://ja.wikipedia.org/wiki/道の駅ばんだい","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度33分46秒東経139度59分12秒","〒969-3301福島県耶麻郡磐梯町大字磐梯字十王堂38番地","福島県道7号","第32回（07020）","2009年7月31日","2009年8月16日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","7:00 - 21:00","","","","","","","","","","","",""
"道の駅ふるどの","ふるどの石川郡古殿町国道349号福島-21 ","https://ja.wikipedia.org/wiki/道の駅ふるどの","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度05分35秒東経140度31分47秒","〒963-6311福島県石川郡古殿町大字田口字平館25","国道349号","第33回（07021）","2010年3月1日","2010年4月16日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00 - 18:00","","","","","","","","","","","",""
"道の駅番屋","ばんや番屋（ばんや）南会津郡南会津町国道352号福島-22 ","https://ja.wikipedia.org/wiki/道の駅番屋","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度04分08秒東経139度36分56秒","〒963-6311福島県南会津郡南会津町番屋4","国道352号","第34回（07022）","2010年8月9日","2010年10月20日","国土交通省案内ページ全国道の駅連絡会ページ","8:00 - 17:00","","","","","","","","","","","",""
"道の駅季の里天栄","きのさとてんえい季の里天栄（きのさとてんえい）岩瀬郡天栄村国道294号福島-23 ","https://ja.wikipedia.org/wiki/道の駅季の里天栄","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度14分38秒東経140度14分41秒","〒962-0504福島県岩瀬郡天栄村大字大里字天房50-1","国道294号","第35回（07023）","2011年3月3日","2011年4月28日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00-18:00","","","","","","","","","","","",""
"道の駅きらら289","きらら289（きらりにーぱっきゅう）南会津郡南会津町国道289号福島-24 ","https://ja.wikipedia.org/wiki/道の駅きらら289","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度13分19秒東経139度32分33秒","〒967-0611福島県南会津郡南会津町山口字橋尻1番地","国道289号","第37回（07024）","2012年3月26日","2012年4月26日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","","","","","","","","","","","","",""
"道の駅奥会津かねやま","おくあいづかねやま奥会津かねやま（おくあいづかねやま）大沼郡金山町国道252号福島-25 ","https://ja.wikipedia.org/wiki/道の駅奥会津かねやま","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度28分19秒東経139度31分50秒","〒968-0006福島県大沼郡金山町大字中川字上居平949番地8","国道252号","第39回（07025）","2013年3月27日","2013年4月26日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00-18:30(冬季は17:30)","","","","","","","","","","","",""
"道の駅さくらの郷","さくらの郷（さくらのさと）二本松市国道349号福島-26 ","https://ja.wikipedia.org/wiki/道の駅さくらの郷","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度32分05秒東経140度35分25秒","〒964-0301福島県二本松市東新殿字平石田12-2","国道349号","第39回（07026）","2013年3月27日","2013年4月1日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00-17:00","","","","","","","","","","","",""
"道の駅あいづ 湯川・会津坂下","あいづゆがわあいづばんげあいづ 湯川・会津坂下（あいづゆがわあいづばんげ）河沼郡湯川村国道49号福島-27 ","https://ja.wikipedia.org/wiki/道の駅あいづ_湯川・会津坂下","道の駅一覧_東北地方","https://ja.wikipedia.org/wiki/道の駅一覧_東北地方","表形式","北緯37度33分25秒東経139度51分47秒","〒969-3555福島県河沼郡湯川村大字佐野目字五丁ノ目78番地1","国道49号","第41回（07027）","2014年4月4日[1]","2014年10月2日","国土交通省案内ページ全国道の駅連絡会ページ公式ウェブサイト","9:00 - 19:00","","","","","","","","","","","",""
